month_paid,payment_authority,payment_library,bill_reason,payment_type,number_of_payments,system_paid,real_amount_paid
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,CHARGE,CANCEL,60,120,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,CHARGE,CASH,10,10,10
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,CHARGE,FORGIVEN,10,30,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,CHARGEX,CANCEL,0,0,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,LOSTCARD,CANCEL,0,0,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,LOSTCARD,CASH,0,0,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,OVERDUE,CANCEL,20,10,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,OVERDUE,CASH,0,0,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,OVERDUE,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,OVERDUEX,CANCEL,20,20,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,SALENOVAT,CANCEL,10,10,0
2017-03,Bath and North East Somerset,B&NES Mobile Libraries,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,BFR,CASH,0,10,10
2017-03,Bath and North East Somerset,Bath Central Library,BFR,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Bath Central Library,CHARGE,CANCEL,40,60,0
2017-03,Bath and North East Somerset,Bath Central Library,CHARGE,CASH,460,680,680
2017-03,Bath and North East Somerset,Bath Central Library,CHARGE,CREDITACCT,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,CHARGE,CREDITCARD,260,410,410
2017-03,Bath and North East Somerset,Bath Central Library,CHARGE,FORGIVEN,10,30,0
2017-03,Bath and North East Somerset,Bath Central Library,CHARGEX,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,CHARGEX,CASH,10,10,10
2017-03,Bath and North East Somerset,Bath Central Library,CHARGEX,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,CHARGEX,FORGIVEN,10,20,0
2017-03,Bath and North East Somerset,Bath Central Library,CREDIT,CASH,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,CREDIT,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,DAMAGE,CASH,0,20,20
2017-03,Bath and North East Somerset,Bath Central Library,DAMAGE,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Bath Central Library,GROUP,CREDITCARD,0,90,90
2017-03,Bath and North East Somerset,Bath Central Library,HOLD,CANCEL,20,200,0
2017-03,Bath and North East Somerset,Bath Central Library,HOLD,CASH,0,30,30
2017-03,Bath and North East Somerset,Bath Central Library,HOLD,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Bath Central Library,HOLD,FORGIVEN,0,10,0
2017-03,Bath and North East Somerset,Bath Central Library,HOLDX,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,HOLDX,CASH,10,10,10
2017-03,Bath and North East Somerset,Bath Central Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,LOST,CANCEL,20,60,0
2017-03,Bath and North East Somerset,Bath Central Library,LOST,CASH,10,30,30
2017-03,Bath and North East Somerset,Bath Central Library,LOST,CREDITCARD,10,70,70
2017-03,Bath and North East Somerset,Bath Central Library,LOSTCARD,CANCEL,0,10,0
2017-03,Bath and North East Somerset,Bath Central Library,LOSTCARD,CASH,10,10,10
2017-03,Bath and North East Somerset,Bath Central Library,LOSTCARD,CREDITACCT,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,LOSTCARD,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Bath Central Library,LOSTX,FORGIVEN,0,20,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,CANCEL,120,220,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,CASH,1010,550,550
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,CREDITACCT,10,10,10
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,CREDITCARD,460,690,690
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,DEBITCARD,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUE,FORGIVEN,50,110,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUEX,CANCEL,10,10,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUEX,CASH,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,OVERDUEX,FORGIVEN,0,20,0
2017-03,Bath and North East Somerset,Bath Central Library,PROCESSFEE,CASH,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,PROCESSFEE,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Bath Central Library,SALENOVAT,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,SALENOVAT,CASH,10,0,0
2017-03,Bath and North East Somerset,Bath Central Library,SALENOVAT,CREDITCARD,10,70,70
2017-03,Bath and North East Somerset,Bath Central Library,SALENOVAT,FORGIVEN,10,0,0
2017-03,Bath and North East Somerset,Bath Central Library,SALEVAT,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,SALEVAT,CASH,0,0,0
2017-03,Bath and North East Somerset,Bath Central Library,SALEVAT,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,BFR,CASH,10,0,0
2017-03,Bath and North East Somerset,Keynsham Library,CHARGE,CANCEL,0,10,0
2017-03,Bath and North East Somerset,Keynsham Library,CHARGE,CASH,100,130,130
2017-03,Bath and North East Somerset,Keynsham Library,CHARGE,CREDITCARD,50,90,90
2017-03,Bath and North East Somerset,Keynsham Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bath and North East Somerset,Keynsham Library,CHARGEX,CANCEL,0,10,0
2017-03,Bath and North East Somerset,Keynsham Library,CHARGEX,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,CREDIT,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,CREDIT,CASH,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,DAMAGE,FORGIVEN,0,10,0
2017-03,Bath and North East Somerset,Keynsham Library,HOLD,CASH,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,HOLDX,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,HOLDX,CASH,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,HOLDX,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Keynsham Library,LOST,CANCEL,0,10,0
2017-03,Bath and North East Somerset,Keynsham Library,LOSTCARD,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,LOSTCARD,CASH,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,LOSTCARD,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUE,CANCEL,10,20,0
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUE,CASH,200,80,80
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUE,CREDITCARD,60,120,120
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUE,FORGIVEN,60,60,0
2017-03,Bath and North East Somerset,Keynsham Library,OVERDUEX,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,SALENOVAT,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,SALENOVAT,CASH,30,40,40
2017-03,Bath and North East Somerset,Keynsham Library,SALENOVAT,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,SALEVAT,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,SALEVAT,CASH,60,60,60
2017-03,Bath and North East Somerset,Keynsham Library,SALEVAT,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Keynsham Library,SALEVAT,FORGIVEN,0,10,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGE,CANCEL,10,10,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGE,CASH,100,170,170
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGE,CREDITCARD,40,70,70
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGE,FORGIVEN,0,10,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGEX,CASH,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,CHARGEX,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Midsomer Norton Library,CREDIT,CASH,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,HOLD,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,HOLD,CASH,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,HOLD,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,HOLD,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,HOLDX,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Midsomer Norton Library,OVERDUE,CANCEL,0,10,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,OVERDUE,CASH,220,120,120
2017-03,Bath and North East Somerset,Midsomer Norton Library,OVERDUE,CREDITCARD,30,30,30
2017-03,Bath and North East Somerset,Midsomer Norton Library,OVERDUE,FORGIVEN,10,30,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,SALENOVAT,CASH,10,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,SALENOVAT,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Midsomer Norton Library,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Moorland Road Library,CHARGE,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Moorland Road Library,CHARGE,CASH,30,60,60
2017-03,Bath and North East Somerset,Moorland Road Library,CHARGE,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Moorland Road Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Moorland Road Library,OVERDUE,CANCEL,20,60,0
2017-03,Bath and North East Somerset,Moorland Road Library,OVERDUE,CASH,80,30,30
2017-03,Bath and North East Somerset,Moorland Road Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bath and North East Somerset,Moorland Road Library,OVERDUE,CREDITCARD,30,30,30
2017-03,Bath and North East Somerset,Moorland Road Library,OVERDUE,FORGIVEN,20,60,0
2017-03,Bath and North East Somerset,Moorland Road Library,SALENOVAT,CASH,0,0,0
2017-03,Bath and North East Somerset,Paulton Library,CHARGE,CASH,20,30,30
2017-03,Bath and North East Somerset,Paulton Library,CHARGE,CREDITCARD,20,20,20
2017-03,Bath and North East Somerset,Paulton Library,GROUP,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Paulton Library,HOLDX,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Paulton Library,LOST,CASH,0,0,0
2017-03,Bath and North East Somerset,Paulton Library,LOST,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Paulton Library,OVERDUE,CANCEL,10,0,0
2017-03,Bath and North East Somerset,Paulton Library,OVERDUE,CASH,20,10,10
2017-03,Bath and North East Somerset,Paulton Library,OVERDUE,CREDITCARD,0,10,10
2017-03,Bath and North East Somerset,Paulton Library,SALENOVAT,CASH,0,0,0
2017-03,Bath and North East Somerset,Paulton Library,SALENOVAT,CREDITCARD,0,20,20
2017-03,Bath and North East Somerset,Paulton Library,SALEVAT,CASH,0,20,20
2017-03,Bath and North East Somerset,Paulton Library,SALEVAT,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Radstock Library,CHARGE,CASH,40,50,50
2017-03,Bath and North East Somerset,Radstock Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Radstock Library,LOST,CASH,0,10,10
2017-03,Bath and North East Somerset,Radstock Library,LOSTCARD,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Radstock Library,LOSTCARD,CASH,0,0,0
2017-03,Bath and North East Somerset,Radstock Library,LOSTCARD,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Radstock Library,OVERDUE,CASH,170,50,50
2017-03,Bath and North East Somerset,Radstock Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Bath and North East Somerset,Radstock Library,PROCESSFEE,CASH,0,10,10
2017-03,Bath and North East Somerset,Radstock Library,SALENOVAT,CASH,0,10,10
2017-03,Bath and North East Somerset,Saltford Library,CHARGE,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Saltford Library,CHARGE,CASH,0,0,0
2017-03,Bath and North East Somerset,Saltford Library,CHARGE,CREDITCARD,10,10,10
2017-03,Bath and North East Somerset,Saltford Library,OVERDUE,CASH,20,10,10
2017-03,Bath and North East Somerset,Saltford Library,OVERDUE,CREDITCARD,0,0,0
2017-03,Bath and North East Somerset,Saltford Library,OVERDUE,FORGIVEN,10,0,0
2017-03,Bath and North East Somerset,Saltford Library,SALENOVAT,CASH,0,0,0
2017-03,Bath and North East Somerset,Weston (Bath) Library,CHARGE,CANCEL,0,0,0
2017-03,Bath and North East Somerset,Weston (Bath) Library,CHARGE,CASH,30,40,40
2017-03,Bath and North East Somerset,Weston (Bath) Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bath and North East Somerset,Weston (Bath) Library,CREDIT,CASH,0,0,0
2017-03,Bath and North East Somerset,Weston (Bath) Library,OVERDUE,CASH,70,30,30
2017-03,Bath and North East Somerset,Weston (Bath) Library,OVERDUE,FORGIVEN,10,0,0
2017-03,Bristol,Avonmouth Library,CHARGE,CASH,0,0,0
2017-03,Bristol,Avonmouth Library,CREDIT,FORGIVEN,0,0,0
2017-03,Bristol,Avonmouth Library,LOST,CANCEL,10,60,0
2017-03,Bristol,Avonmouth Library,OVERDUE,CASH,20,10,10
2017-03,Bristol,Avonmouth Library,OVERDUE,FORGIVEN,20,20,0
2017-03,Bristol,Avonmouth Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,Bedminster Library,BFR,CASH,0,20,20
2017-03,Bristol,Bedminster Library,BFR,FORGIVEN,0,0,0
2017-03,Bristol,Bedminster Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Bedminster Library,CHARGE,CASH,260,320,320
2017-03,Bristol,Bedminster Library,CHARGE,CREDITCARD,70,90,90
2017-03,Bristol,Bedminster Library,CHARGE,FORGIVEN,10,20,0
2017-03,Bristol,Bedminster Library,CHARGE,NONE,0,0,0
2017-03,Bristol,Bedminster Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,Bedminster Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Bedminster Library,CREDIT,CREDITCARD,0,0,0
2017-03,Bristol,Bedminster Library,DAMAGE,CREDITCARD,0,20,20
2017-03,Bristol,Bedminster Library,HOLD,CASH,0,0,0
2017-03,Bristol,Bedminster Library,HOLDX,CANCEL,0,0,0
2017-03,Bristol,Bedminster Library,HOLDX,CASH,10,10,10
2017-03,Bristol,Bedminster Library,HOLDX,CREDITCARD,0,0,0
2017-03,Bristol,Bedminster Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Bedminster Library,LOST,CANCEL,70,400,0
2017-03,Bristol,Bedminster Library,LOST,CASH,0,20,20
2017-03,Bristol,Bedminster Library,LOST,CREDITCARD,0,20,20
2017-03,Bristol,Bedminster Library,LOST,FORGIVEN,10,40,0
2017-03,Bristol,Bedminster Library,LOSTX,CASH,10,30,30
2017-03,Bristol,Bedminster Library,OVERDUE,CASH,370,200,200
2017-03,Bristol,Bedminster Library,OVERDUE,CREDITCARD,190,220,220
2017-03,Bristol,Bedminster Library,OVERDUE,FORGIVEN,90,120,0
2017-03,Bristol,Bedminster Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Bedminster Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Bedminster Library,PROCESSFEE,CREDITCARD,0,0,0
2017-03,Bristol,Bedminster Library,REFERRAL,CREDITCARD,0,10,10
2017-03,Bristol,Bedminster Library,REFERRAL,FORGIVEN,0,10,0
2017-03,Bristol,Bedminster Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Bedminster Library,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bristol,Bedminster Library,SALEVAT,CASH,10,10,10
2017-03,Bristol,Bishopsworth Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Bishopsworth Library,CHARGE,CASH,30,50,50
2017-03,Bristol,Bishopsworth Library,HOLDX,CANCEL,0,0,0
2017-03,Bristol,Bishopsworth Library,LOST,CANCEL,20,110,0
2017-03,Bristol,Bishopsworth Library,LOST,CASH,0,0,0
2017-03,Bristol,Bishopsworth Library,LOSTX,CANCEL,0,20,0
2017-03,Bristol,Bishopsworth Library,OVERDUE,CANCEL,20,30,0
2017-03,Bristol,Bishopsworth Library,OVERDUE,CASH,50,20,20
2017-03,Bristol,Bishopsworth Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Bristol,Bishopsworth Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Bristol Central Lending Library,BFR,CASH,0,10,10
2017-03,Bristol,Bristol Central Lending Library,BFR,DEBITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,BFR,FORGIVEN,0,10,0
2017-03,Bristol,Bristol Central Lending Library,CHARGE,CANCEL,20,30,0
2017-03,Bristol,Bristol Central Lending Library,CHARGE,CASH,990,1040,1040
2017-03,Bristol,Bristol Central Lending Library,CHARGE,CREDITACCT,0,0,0
2017-03,Bristol,Bristol Central Lending Library,CHARGE,CREDITCARD,290,320,320
2017-03,Bristol,Bristol Central Lending Library,CHARGE,DEBITCARD,40,60,60
2017-03,Bristol,Bristol Central Lending Library,CHARGE,FORGIVEN,90,100,0
2017-03,Bristol,Bristol Central Lending Library,CHARGEX,CASH,10,10,10
2017-03,Bristol,Bristol Central Lending Library,CHARGEX,CREDITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Bristol Central Lending Library,CREDIT,CREDITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,DAMAGE,CANCEL,0,10,0
2017-03,Bristol,Bristol Central Lending Library,DAMAGE,CASH,0,10,10
2017-03,Bristol,Bristol Central Lending Library,DAMAGE,CREDITCARD,0,10,10
2017-03,Bristol,Bristol Central Lending Library,HOLD,CASH,10,10,10
2017-03,Bristol,Bristol Central Lending Library,HOLD,CREDITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,HOLD,DEBITCARD,0,10,10
2017-03,Bristol,Bristol Central Lending Library,HOLD,FORGIVEN,0,10,0
2017-03,Bristol,Bristol Central Lending Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Bristol Central Lending Library,HOLDX,CREDITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,HOLDX,DEBITCARD,10,10,10
2017-03,Bristol,Bristol Central Lending Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Bristol Central Lending Library,LOST,CANCEL,270,1730,0
2017-03,Bristol,Bristol Central Lending Library,LOST,CASH,20,120,120
2017-03,Bristol,Bristol Central Lending Library,LOST,CHEQUE,10,60,60
2017-03,Bristol,Bristol Central Lending Library,LOST,CREDITCARD,20,130,130
2017-03,Bristol,Bristol Central Lending Library,LOST,DEBITCARD,10,50,50
2017-03,Bristol,Bristol Central Lending Library,LOST,FORGIVEN,50,310,0
2017-03,Bristol,Bristol Central Lending Library,LOSTX,CANCEL,0,20,0
2017-03,Bristol,Bristol Central Lending Library,LOSTX,DEBITCARD,0,20,20
2017-03,Bristol,Bristol Central Lending Library,LOSTX,FORGIVEN,10,60,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,CANCEL,40,80,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,CASH,1280,950,950
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,CHEQUE,10,0,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,CREDITCARD,520,610,610
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,DEBITCARD,230,390,390
2017-03,Bristol,Bristol Central Lending Library,OVERDUE,FORGIVEN,230,520,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUEX,CANCEL,0,0,0
2017-03,Bristol,Bristol Central Lending Library,OVERDUEX,CASH,10,10,10
2017-03,Bristol,Bristol Central Lending Library,OVERDUEX,DEBITCARD,0,30,30
2017-03,Bristol,Bristol Central Lending Library,OVERDUEX,FORGIVEN,30,70,0
2017-03,Bristol,Bristol Central Lending Library,PROCESSFEE,CASH,10,0,0
2017-03,Bristol,Bristol Central Lending Library,PROCESSFEE,FORGIVEN,0,0,0
2017-03,Bristol,Bristol Central Lending Library,REFERRAL,CASH,0,20,20
2017-03,Bristol,Bristol Central Lending Library,REFERRAL,CHEQUE,0,10,10
2017-03,Bristol,Bristol Central Lending Library,REFERRAL,CREDITCARD,0,20,20
2017-03,Bristol,Bristol Central Lending Library,REFERRAL,DEBITCARD,10,40,40
2017-03,Bristol,Bristol Central Lending Library,REFERRAL,FORGIVEN,0,10,0
2017-03,Bristol,Bristol Central Lending Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Bristol Central Lending Library,SALENOVAT,CREDITCARD,0,0,0
2017-03,Bristol,Bristol Central Lending Library,SALENOVAT,DEBITCARD,0,10,10
2017-03,Bristol,Bristol Central Lending Library,SALENOVAT,FORGIVEN,10,10,0
2017-03,Bristol,Bristol Central Lending Library,SALEVAT,CASH,0,10,10
2017-03,Bristol,Cheltenham Road Library,LOST,CANCEL,0,0,0
2017-03,Bristol,Cheltenham Road Library,OVERDUE,FORGIVEN,0,0,0
2017-03,Bristol,Clifton Library,CHARGE,CASH,100,120,120
2017-03,Bristol,Clifton Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bristol,Clifton Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Clifton Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Clifton Library,LOST,CANCEL,20,150,0
2017-03,Bristol,Clifton Library,LOST,CASH,0,10,10
2017-03,Bristol,Clifton Library,LOST,FORGIVEN,0,10,0
2017-03,Bristol,Clifton Library,OVERDUE,CASH,110,80,80
2017-03,Bristol,Clifton Library,OVERDUE,FORGIVEN,30,70,0
2017-03,Bristol,Filwood Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Filwood Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bristol,Filwood Library,HOLD,CASH,0,0,0
2017-03,Bristol,Filwood Library,LOST,CANCEL,20,90,0
2017-03,Bristol,Filwood Library,LOST,FORGIVEN,0,10,0
2017-03,Bristol,Filwood Library,OVERDUE,CANCEL,20,10,0
2017-03,Bristol,Filwood Library,OVERDUE,CASH,60,20,20
2017-03,Bristol,Filwood Library,OVERDUE,FORGIVEN,20,10,0
2017-03,Bristol,Filwood Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Filwood Library,SALEVAT,CASH,0,0,0
2017-03,Bristol,Filwood Library,SALEVAT,FORGIVEN,0,0,0
2017-03,Bristol,Fishponds Library,CHARGE,CANCEL,0,10,0
2017-03,Bristol,Fishponds Library,CHARGE,CASH,170,220,220
2017-03,Bristol,Fishponds Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bristol,Fishponds Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,Fishponds Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Fishponds Library,HOLD,CASH,0,0,0
2017-03,Bristol,Fishponds Library,LOST,CANCEL,90,410,0
2017-03,Bristol,Fishponds Library,LOST,CASH,0,20,20
2017-03,Bristol,Fishponds Library,LOST,FORGIVEN,0,10,0
2017-03,Bristol,Fishponds Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Fishponds Library,OVERDUE,CASH,200,130,130
2017-03,Bristol,Fishponds Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bristol,Fishponds Library,OVERDUE,FORGIVEN,20,60,0
2017-03,Bristol,Fishponds Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Fishponds Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Hartcliffe Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Hartcliffe Library,HOLDX,CANCEL,0,0,0
2017-03,Bristol,Hartcliffe Library,LOST,CANCEL,10,30,0
2017-03,Bristol,Hartcliffe Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Hartcliffe Library,OVERDUE,CASH,40,40,40
2017-03,Bristol,Hartcliffe Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Bristol,Henbury Library,BFR,CANCEL,10,30,0
2017-03,Bristol,Henbury Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Henbury Library,CHARGE,CASH,70,110,110
2017-03,Bristol,Henbury Library,CHARGE,FORGIVEN,30,30,0
2017-03,Bristol,Henbury Library,LOST,CANCEL,60,500,0
2017-03,Bristol,Henbury Library,LOST,FORGIVEN,20,90,0
2017-03,Bristol,Henbury Library,LOSTX,FORGIVEN,0,20,0
2017-03,Bristol,Henbury Library,OVERDUE,CANCEL,20,20,0
2017-03,Bristol,Henbury Library,OVERDUE,CASH,90,80,80
2017-03,Bristol,Henbury Library,OVERDUE,FORGIVEN,70,100,0
2017-03,Bristol,Henbury Library,OVERDUEX,FORGIVEN,0,10,0
2017-03,Bristol,Henbury Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Henbury Library,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bristol,Henleaze Library,BFR,CANCEL,0,10,0
2017-03,Bristol,Henleaze Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Henleaze Library,CHARGE,CASH,450,550,550
2017-03,Bristol,Henleaze Library,CHARGE,CREDITCARD,90,140,140
2017-03,Bristol,Henleaze Library,CHARGE,DEBITCARD,10,20,20
2017-03,Bristol,Henleaze Library,CHARGE,FORGIVEN,30,30,0
2017-03,Bristol,Henleaze Library,CHARGEX,FORGIVEN,0,0,0
2017-03,Bristol,Henleaze Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Henleaze Library,CREDIT,DEBITCARD,0,0,0
2017-03,Bristol,Henleaze Library,CREDIT,FORGIVEN,0,0,0
2017-03,Bristol,Henleaze Library,DAMAGE,CASH,0,20,20
2017-03,Bristol,Henleaze Library,HOLD,CANCEL,0,0,0
2017-03,Bristol,Henleaze Library,HOLD,CASH,0,10,10
2017-03,Bristol,Henleaze Library,HOLDX,DEBITCARD,0,0,0
2017-03,Bristol,Henleaze Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Henleaze Library,LOST,CANCEL,170,780,0
2017-03,Bristol,Henleaze Library,LOST,CASH,10,50,50
2017-03,Bristol,Henleaze Library,LOST,CREDITCARD,0,30,30
2017-03,Bristol,Henleaze Library,LOST,DEBITCARD,0,30,30
2017-03,Bristol,Henleaze Library,LOST,FORGIVEN,20,130,0
2017-03,Bristol,Henleaze Library,LOSTX,FORGIVEN,0,10,0
2017-03,Bristol,Henleaze Library,OVERDUE,CANCEL,0,10,0
2017-03,Bristol,Henleaze Library,OVERDUE,CASH,450,290,290
2017-03,Bristol,Henleaze Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bristol,Henleaze Library,OVERDUE,CREDITCARD,180,210,210
2017-03,Bristol,Henleaze Library,OVERDUE,DEBITCARD,50,110,110
2017-03,Bristol,Henleaze Library,OVERDUE,FORGIVEN,130,310,0
2017-03,Bristol,Henleaze Library,OVERDUEX,CASH,10,10,10
