month_paid,payment_authority,payment_library,bill_reason,payment_type,number_of_payments,system_paid,real_amount_paid
2018-01,North Somerset,Portishead Library,HOLD,CASH,0,0,0
2018-01,North Somerset,Portishead Library,HOLDX,FORGIVEN,0,0,0
2018-01,North Somerset,Portishead Library,ILL,CASH,0,10,10
2018-01,North Somerset,Portishead Library,LOST,CANCEL,30,120,0
2018-01,North Somerset,Portishead Library,LOST,CASH,10,60,60
2018-01,North Somerset,Portishead Library,LOST,FORGIVEN,0,10,0
2018-01,North Somerset,Portishead Library,OVERDUE,CANCEL,30,20,0
2018-01,North Somerset,Portishead Library,OVERDUE,CASH,540,330,330
2018-01,North Somerset,Portishead Library,OVERDUE,CREDITACCT,0,0,0
2018-01,North Somerset,Portishead Library,OVERDUE,FORGIVEN,10,20,0
2018-01,North Somerset,Portishead Library,OVERDUEX,CANCEL,10,10,0
2018-01,North Somerset,Portishead Library,OVERDUEX,CASH,0,0,0
2018-01,North Somerset,Portishead Library,PROCESSFEE,CASH,0,0,0
2018-01,North Somerset,Portishead Library,SALENOVAT,CASH,0,0,0
2018-01,North Somerset,Portishead Library,SALEVAT,CANCEL,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,CHARGE,CANCEL,20,20,0
2018-01,North Somerset,Weston-super-Mare Library,CHARGE,CASH,320,430,430
2018-01,North Somerset,Weston-super-Mare Library,CHARGE,FORGIVEN,40,40,0
2018-01,North Somerset,Weston-super-Mare Library,CHARGEX,CANCEL,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,DAMAGE,CASH,0,10,10
2018-01,North Somerset,Weston-super-Mare Library,GROUP,CASH,0,20,20
2018-01,North Somerset,Weston-super-Mare Library,HOLD,CASH,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,LOST,AUTOREFUND,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,LOST,CANCEL,30,190,0
2018-01,North Somerset,Weston-super-Mare Library,LOST,CASH,10,50,50
2018-01,North Somerset,Weston-super-Mare Library,LOST,FORGIVEN,0,10,0
2018-01,North Somerset,Weston-super-Mare Library,LOSTCARD,CASH,10,10,10
2018-01,North Somerset,Weston-super-Mare Library,LOSTX,CANCEL,0,10,0
2018-01,North Somerset,Weston-super-Mare Library,OVERDUE,CANCEL,70,120,0
2018-01,North Somerset,Weston-super-Mare Library,OVERDUE,CASH,540,360,360
2018-01,North Somerset,Weston-super-Mare Library,OVERDUE,CHEQUE,10,30,30
2018-01,North Somerset,Weston-super-Mare Library,OVERDUE,FORGIVEN,50,40,0
2018-01,North Somerset,Weston-super-Mare Library,OVERDUEX,CANCEL,10,10,0
2018-01,North Somerset,Weston-super-Mare Library,OVERDUEX,CASH,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,PROCESSFEE,CASH,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,SALENOVAT,CANCEL,0,0,0
2018-01,North Somerset,Weston-super-Mare Library,SALENOVAT,CASH,0,0,0
2018-01,North Somerset,Winscombe Library,CHARGE,CANCEL,0,0,0
2018-01,North Somerset,Winscombe Library,CHARGE,CASH,40,70,70
2018-01,North Somerset,Winscombe Library,GROUP,CASH,0,10,10
2018-01,North Somerset,Winscombe Library,LOST,CANCEL,30,140,0
2018-01,North Somerset,Winscombe Library,LOST,CASH,0,10,10
2018-01,North Somerset,Winscombe Library,OVERDUE,CANCEL,10,10,0
2018-01,North Somerset,Winscombe Library,OVERDUE,CASH,170,90,90
2018-01,North Somerset,Winscombe Library,OVERDUE,CREDITACCT,0,0,0
2018-01,North Somerset,Winscombe Library,OVERDUE,FORGIVEN,0,0,0
2018-01,North Somerset,Winscombe Library,SALENOVAT,CASH,0,0,0
2018-01,North Somerset,Worle Library,CHARGE,CANCEL,10,10,0
2018-01,North Somerset,Worle Library,CHARGE,CASH,20,20,20
2018-01,North Somerset,Worle Library,CHARGE,FORGIVEN,0,0,0
2018-01,North Somerset,Worle Library,GROUP,CASH,0,10,10
2018-01,North Somerset,Worle Library,HOLD,CANCEL,0,0,0
2018-01,North Somerset,Worle Library,HOLD,CASH,0,10,10
2018-01,North Somerset,Worle Library,LOST,CANCEL,20,170,0
2018-01,North Somerset,Worle Library,OVERDUE,CANCEL,80,110,0
2018-01,North Somerset,Worle Library,OVERDUE,CASH,30,10,10
2018-01,North Somerset,Worle Library,OVERDUE,CREDITACCT,0,0,0
2018-01,North Somerset,Worle Library,OVERDUE,FORGIVEN,10,10,0
2018-01,North Somerset,Yatton Library,CHARGE,CANCEL,0,10,0
2018-01,North Somerset,Yatton Library,CHARGE,CASH,40,60,60
2018-01,North Somerset,Yatton Library,GROUP,CANCEL,0,10,0
2018-01,North Somerset,Yatton Library,GROUP,CASH,10,40,40
2018-01,North Somerset,Yatton Library,LOST,CANCEL,20,70,0
2018-01,North Somerset,Yatton Library,LOST,CASH,0,0,0
2018-01,North Somerset,Yatton Library,LOSTX,CANCEL,0,50,0
2018-01,North Somerset,Yatton Library,OVERDUE,CANCEL,30,10,0
2018-01,North Somerset,Yatton Library,OVERDUE,CASH,280,120,120
2018-01,North Somerset,Yatton Library,OVERDUE,FORGIVEN,10,20,0
2018-01,North Somerset,Yatton Library,OVERDUEX,CANCEL,0,10,0
2018-01,North Somerset,Yatton Library,SALENOVAT,CANCEL,0,0,0
2018-01,Poole,Branksome Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Branksome Library,CHARGE,CASH,10,20,20
2018-01,Poole,Branksome Library,CHARGE,FORGIVEN,0,0,0
2018-01,Poole,Branksome Library,HOLD,CANCEL,0,0,0
2018-01,Poole,Branksome Library,HOLD,CASH,30,30,30
2018-01,Poole,Branksome Library,HOLD,FORGIVEN,0,0,0
2018-01,Poole,Branksome Library,LOST,CASH,0,0,0
2018-01,Poole,Branksome Library,LOSTCARD,CASH,0,0,0
2018-01,Poole,Branksome Library,OVERDUE,CANCEL,20,120,0
2018-01,Poole,Branksome Library,OVERDUE,CASH,120,140,140
2018-01,Poole,Branksome Library,OVERDUE,FORGIVEN,10,30,0
2018-01,Poole,Branksome Library,OVERDUEX,FORGIVEN,0,0,0
2018-01,Poole,Broadstone Library,CHARGE,CASH,190,300,300
2018-01,Poole,Broadstone Library,CHARGE,FORGIVEN,0,0,0
2018-01,Poole,Broadstone Library,CHARGE,VOUCH,0,10,10
2018-01,Poole,Broadstone Library,CHARGEX,CASH,0,0,0
2018-01,Poole,Broadstone Library,HOLD,CASH,130,130,130
2018-01,Poole,Broadstone Library,LOST,CANCEL,0,10,0
2018-01,Poole,Broadstone Library,LOSTCARD,CASH,0,0,0
2018-01,Poole,Broadstone Library,OVERDUE,CANCEL,20,70,0
2018-01,Poole,Broadstone Library,OVERDUE,CASH,430,390,390
2018-01,Poole,Broadstone Library,OVERDUE,FORGIVEN,40,100,0
2018-01,Poole,Broadstone Library,OVERDUEX,CASH,10,10,10
2018-01,Poole,Canford Cliffs Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Canford Cliffs Library,CHARGE,CASH,40,70,70
2018-01,Poole,Canford Cliffs Library,CHARGE,FORGIVEN,0,10,0
2018-01,Poole,Canford Cliffs Library,HOLD,CASH,120,120,120
2018-01,Poole,Canford Cliffs Library,HOLD,FORGIVEN,0,0,0
2018-01,Poole,Canford Cliffs Library,OVERDUE,CANCEL,0,0,0
2018-01,Poole,Canford Cliffs Library,OVERDUE,CASH,130,140,140
2018-01,Poole,Canford Cliffs Library,OVERDUE,FORGIVEN,0,0,0
2018-01,Poole,Canford Cliffs Library,OVERDUEX,CASH,0,0,0
2018-01,Poole,Canford Heath Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Canford Heath Library,CHARGE,CASH,20,30,30
2018-01,Poole,Canford Heath Library,HOLD,CANCEL,10,10,0
2018-01,Poole,Canford Heath Library,HOLD,CASH,20,20,20
2018-01,Poole,Canford Heath Library,LOST,CASH,0,0,0
2018-01,Poole,Canford Heath Library,OVERDUE,CANCEL,20,10,0
2018-01,Poole,Canford Heath Library,OVERDUE,CASH,60,50,50
2018-01,Poole,Canford Heath Library,OVERDUE,FORGIVEN,10,20,0
2018-01,Poole,Canford Heath Library,OVERDUEX,CASH,0,0,0
2018-01,Poole,Creekmoor Library,CHARGE,CANCEL,10,10,0
2018-01,Poole,Creekmoor Library,CHARGE,CASH,10,20,20
2018-01,Poole,Creekmoor Library,HOLD,CANCEL,0,0,0
2018-01,Poole,Creekmoor Library,HOLD,CASH,40,40,40
2018-01,Poole,Creekmoor Library,OVERDUE,CANCEL,40,40,0
2018-01,Poole,Creekmoor Library,OVERDUE,CASH,60,50,50
2018-01,Poole,Creekmoor Library,OVERDUE,FORGIVEN,0,0,0
2018-01,Poole,Creekmoor Library,OVERDUEX,CANCEL,0,0,0
2018-01,Poole,Creekmoor Library,OVERDUEX,CASH,0,0,0
2018-01,Poole,Hamworthy Library,BFR,CASH,0,0,0
2018-01,Poole,Hamworthy Library,BFR,FORGIVEN,0,20,0
2018-01,Poole,Hamworthy Library,CHARGE,CANCEL,0,10,0
2018-01,Poole,Hamworthy Library,CHARGE,CASH,10,20,20
2018-01,Poole,Hamworthy Library,HOLD,CANCEL,0,0,0
2018-01,Poole,Hamworthy Library,HOLD,CASH,20,20,20
2018-01,Poole,Hamworthy Library,LOST,CASH,0,10,10
2018-01,Poole,Hamworthy Library,LOST,FORGIVEN,0,0,0
2018-01,Poole,Hamworthy Library,OVERDUE,CANCEL,20,40,0
2018-01,Poole,Hamworthy Library,OVERDUE,CASH,110,130,130
2018-01,Poole,Hamworthy Library,OVERDUE,FORGIVEN,10,10,0
2018-01,Poole,Hamworthy Library,OVERDUEX,CANCEL,0,20,0
2018-01,Poole,Hamworthy Library,OVERDUEX,CASH,20,20,20
2018-01,Poole,Hamworthy Library,OVERDUEX,FORGIVEN,0,0,0
2018-01,Poole,Oakdale Library,CHARGE,CASH,20,30,30
2018-01,Poole,Oakdale Library,HOLD,CASH,30,30,30
2018-01,Poole,Oakdale Library,OVERDUE,CASH,80,60,60
2018-01,Poole,Oakdale Library,OVERDUE,FORGIVEN,20,40,0
2018-01,Poole,Parkstone Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Parkstone Library,CHARGE,CASH,40,60,60
2018-01,Poole,Parkstone Library,CHARGE,FORGIVEN,0,0,0
2018-01,Poole,Parkstone Library,HOLD,CANCEL,10,10,0
2018-01,Poole,Parkstone Library,HOLD,CASH,80,80,80
2018-01,Poole,Parkstone Library,OVERDUE,CANCEL,0,0,0
2018-01,Poole,Parkstone Library,OVERDUE,CASH,80,60,60
2018-01,Poole,Parkstone Library,OVERDUE,FORGIVEN,20,40,0
2018-01,Poole,Parkstone Library,OVERDUEX,CANCEL,0,0,0
2018-01,Poole,Poole Central Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Poole Central Library,CHARGE,CASH,200,300,300
2018-01,Poole,Poole Central Library,CHARGE,CREDITCARD,10,10,10
2018-01,Poole,Poole Central Library,CHARGE,DEBITCARD,0,0,0
2018-01,Poole,Poole Central Library,CHARGE,FORGIVEN,10,20,0
2018-01,Poole,Poole Central Library,CHARGE,VOUCH,0,10,10
2018-01,Poole,Poole Central Library,CHARGEX,CASH,0,0,0
2018-01,Poole,Poole Central Library,DAMAGE,CASH,0,10,10
2018-01,Poole,Poole Central Library,HOLD,CANCEL,0,0,0
2018-01,Poole,Poole Central Library,HOLD,CASH,150,150,150
2018-01,Poole,Poole Central Library,HOLD,FORGIVEN,0,0,0
2018-01,Poole,Poole Central Library,HOLD,NONE,0,0,0
2018-01,Poole,Poole Central Library,LOST,CANCEL,0,0,0
2018-01,Poole,Poole Central Library,LOST,CASH,0,10,10
2018-01,Poole,Poole Central Library,LOST,FORGIVEN,0,20,0
2018-01,Poole,Poole Central Library,OVERDUE,CANCEL,0,10,0
2018-01,Poole,Poole Central Library,OVERDUE,CASH,560,840,840
2018-01,Poole,Poole Central Library,OVERDUE,CREDITCARD,0,20,20
2018-01,Poole,Poole Central Library,OVERDUE,DEBITCARD,0,0,0
2018-01,Poole,Poole Central Library,OVERDUE,FORGIVEN,60,250,0
2018-01,Poole,Poole Central Library,OVERDUE,VOUCH,0,0,0
2018-01,Poole,Poole Central Library,OVERDUEX,CASH,30,80,80
2018-01,Poole,Poole Central Library,OVERDUEX,FORGIVEN,50,40,0
2018-01,Poole,Rossmore Library,CHARGE,CANCEL,0,0,0
2018-01,Poole,Rossmore Library,CHARGE,CASH,10,20,20
2018-01,Poole,Rossmore Library,CHARGE,DEBITCARD,0,0,0
2018-01,Poole,Rossmore Library,CHARGE,FORGIVEN,0,0,0
2018-01,Poole,Rossmore Library,HOLD,CASH,20,20,20
2018-01,Poole,Rossmore Library,HOLD,DEBITCARD,10,10,10
2018-01,Poole,Rossmore Library,OVERDUE,CASH,70,90,90
2018-01,Poole,Rossmore Library,OVERDUE,DEBITCARD,10,0,0
2018-01,Poole,Rossmore Library,OVERDUE,FORGIVEN,10,20,0
2018-01,Poole,Rossmore Library,OVERDUE,NONE,10,20,20
2018-01,Poole,Rossmore Library,OVERDUEX,CASH,0,0,0
2018-01,Poole,Rossmore Library,SALEVAT,CASH,0,0,0
2018-01,Somerset,Bishops Lydeard Library,CHARGE,CASH,0,10,10
2018-01,Somerset,Bishops Lydeard Library,HOLD,CASH,20,20,20
2018-01,Somerset,Bishops Lydeard Library,LOST,CANCEL,0,20,0
2018-01,Somerset,Bishops Lydeard Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Bishops Lydeard Library,OVERDUE,CANCEL,0,10,0
2018-01,Somerset,Bishops Lydeard Library,OVERDUE,CASH,40,40,40
2018-01,Somerset,Bishops Lydeard Library,OVERDUE,DEBITCARD,0,30,30
2018-01,Somerset,Bishops Lydeard Library,OVERDUE,FORGIVEN,0,0,0
2018-01,Somerset,Bridgwater Library,CHARGE,CANCEL,10,10,0
2018-01,Somerset,Bridgwater Library,CHARGE,CASH,120,240,240
2018-01,Somerset,Bridgwater Library,CHARGE,DEBITCARD,0,0,0
2018-01,Somerset,Bridgwater Library,CHARGE,FORGIVEN,0,0,0
2018-01,Somerset,Bridgwater Library,CHARGEX,DEBITCARD,0,0,0
2018-01,Somerset,Bridgwater Library,CHARGEX,FORGIVEN,0,0,0
2018-01,Somerset,Bridgwater Library,GROUP,CASH,0,10,10
2018-01,Somerset,Bridgwater Library,GROUP,FORGIVEN,0,10,0
2018-01,Somerset,Bridgwater Library,HOLD,CANCEL,0,0,0
2018-01,Somerset,Bridgwater Library,HOLD,CASH,130,120,120
2018-01,Somerset,Bridgwater Library,HOLD,FORGIVEN,10,10,0
2018-01,Somerset,Bridgwater Library,HOLDX,CANCEL,0,0,0
2018-01,Somerset,Bridgwater Library,LOST,CANCEL,70,290,0
2018-01,Somerset,Bridgwater Library,LOST,CASH,10,40,40
2018-01,Somerset,Bridgwater Library,LOSTCARD,CASH,10,10,10
2018-01,Somerset,Bridgwater Library,LOSTCARD,CREDITACCT,0,0,0
2018-01,Somerset,Bridgwater Library,LOSTX,CANCEL,0,10,0
2018-01,Somerset,Bridgwater Library,OVERDUE,CANCEL,0,10,0
2018-01,Somerset,Bridgwater Library,OVERDUE,CASH,440,390,390
2018-01,Somerset,Bridgwater Library,OVERDUE,CREDITACCT,0,0,0
2018-01,Somerset,Bridgwater Library,OVERDUE,DEBITCARD,0,10,10
2018-01,Somerset,Bridgwater Library,OVERDUE,FORGIVEN,20,20,0
2018-01,Somerset,Bridgwater Library,OVERDUEX,CANCEL,10,10,0
2018-01,Somerset,Bridgwater Library,OVERDUEX,CASH,0,0,0
2018-01,Somerset,Bridgwater Library,SALEVAT,CANCEL,0,0,0
2018-01,Somerset,Bruton Library,CHARGE,CANCEL,0,0,0
2018-01,Somerset,Bruton Library,CHARGE,CASH,10,10,10
2018-01,Somerset,Bruton Library,GROUP,CASH,0,10,10
2018-01,Somerset,Bruton Library,HOLD,CASH,10,10,10
2018-01,Somerset,Bruton Library,LOST,CANCEL,0,10,0
2018-01,Somerset,Bruton Library,LOST,CASH,0,0,0
2018-01,Somerset,Bruton Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Bruton Library,OVERDUE,CASH,50,30,30
2018-01,Somerset,Bruton Library,OVERDUE,FORGIVEN,0,0,0
2018-01,Somerset,Burnham Library,CHARGE,CANCEL,10,20,0
2018-01,Somerset,Burnham Library,CHARGE,CASH,100,210,210
2018-01,Somerset,Burnham Library,CHARGE,DEBITCARD,0,0,0
2018-01,Somerset,Burnham Library,CHARGE,FORGIVEN,10,0,0
2018-01,Somerset,Burnham Library,CHARGEX,CANCEL,0,0,0
2018-01,Somerset,Burnham Library,CHARGEX,FORGIVEN,0,0,0
2018-01,Somerset,Burnham Library,CREDIT,CASH,0,0,0
2018-01,Somerset,Burnham Library,GROUP,CANCEL,0,10,0
2018-01,Somerset,Burnham Library,GROUP,CASH,10,30,30
2018-01,Somerset,Burnham Library,HOLD,CASH,150,150,150
2018-01,Somerset,Burnham Library,HOLD,FORGIVEN,0,0,0
2018-01,Somerset,Burnham Library,LOST,CANCEL,30,160,0
2018-01,Somerset,Burnham Library,LOST,CASH,0,0,0
2018-01,Somerset,Burnham Library,LOST,FORGIVEN,0,20,0
2018-01,Somerset,Burnham Library,LOSTCARD,CASH,10,20,20
2018-01,Somerset,Burnham Library,LOSTX,FORGIVEN,0,20,0
2018-01,Somerset,Burnham Library,OVERDUE,CANCEL,10,10,0
2018-01,Somerset,Burnham Library,OVERDUE,CASH,280,190,190
2018-01,Somerset,Burnham Library,OVERDUE,DEBITCARD,10,20,20
2018-01,Somerset,Burnham Library,OVERDUE,FORGIVEN,40,30,0
2018-01,Somerset,Burnham Library,OVERDUEX,CASH,0,0,0
2018-01,Somerset,Burnham Library,OVERDUEX,FORGIVEN,0,0,0
2018-01,Somerset,Burnham Library,PROCESSFEE,CASH,0,0,0
2018-01,Somerset,Burnham Library,SALEVAT,CASH,0,0,0
2018-01,Somerset,Castle Cary Library,CHARGE,CASH,10,30,30
2018-01,Somerset,Castle Cary Library,DAMAGE,FORGIVEN,0,10,0
2018-01,Somerset,Castle Cary Library,GROUP,CASH,10,30,30
2018-01,Somerset,Castle Cary Library,HOLD,CANCEL,0,0,0
2018-01,Somerset,Castle Cary Library,HOLD,CASH,50,50,50
2018-01,Somerset,Castle Cary Library,HOLDX,CASH,0,0,0
2018-01,Somerset,Castle Cary Library,LOST,CANCEL,0,20,0
2018-01,Somerset,Castle Cary Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Castle Cary Library,OVERDUE,CASH,80,80,80
2018-01,Somerset,Castle Cary Library,OVERDUE,FORGIVEN,0,0,0
2018-01,Somerset,Chard Library,CHARGE,CANCEL,0,10,0
2018-01,Somerset,Chard Library,CHARGE,CASH,50,90,90
2018-01,Somerset,Chard Library,CHARGE,DEBITCARD,0,0,0
2018-01,Somerset,Chard Library,CHARGE,FORGIVEN,0,0,0
2018-01,Somerset,Chard Library,CHARGEX,CASH,0,0,0
2018-01,Somerset,Chard Library,GROUP,CANCEL,0,10,0
2018-01,Somerset,Chard Library,GROUP,CASH,10,40,40
2018-01,Somerset,Chard Library,HOLD,CASH,100,100,100
2018-01,Somerset,Chard Library,HOLD,CREDITCARD,0,0,0
2018-01,Somerset,Chard Library,HOLD,FORGIVEN,10,10,0
2018-01,Somerset,Chard Library,LOST,CANCEL,20,90,0
2018-01,Somerset,Chard Library,LOST,CASH,0,10,10
2018-01,Somerset,Chard Library,LOSTCARD,CASH,0,10,10
2018-01,Somerset,Chard Library,OVERDUE,CANCEL,10,10,0
2018-01,Somerset,Chard Library,OVERDUE,CASH,180,130,130
2018-01,Somerset,Chard Library,OVERDUE,CREDITCARD,10,10,10
2018-01,Somerset,Chard Library,OVERDUE,DEBITCARD,10,30,30
2018-01,Somerset,Chard Library,OVERDUE,FORGIVEN,10,20,0
2018-01,Somerset,Cheddar Library,CHARGE,CANCEL,10,10,0
2018-01,Somerset,Cheddar Library,CHARGE,CASH,40,80,80
2018-01,Somerset,Cheddar Library,CHARGE,FORGIVEN,0,10,0
2018-01,Somerset,Cheddar Library,GROUP,CASH,10,30,30
2018-01,Somerset,Cheddar Library,HOLD,CANCEL,0,0,0
2018-01,Somerset,Cheddar Library,HOLD,CASH,100,120,120
2018-01,Somerset,Cheddar Library,HOLD,FORGIVEN,0,0,0
2018-01,Somerset,Cheddar Library,LOST,CANCEL,50,200,0
2018-01,Somerset,Cheddar Library,LOST,CASH,0,20,20
2018-01,Somerset,Cheddar Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Cheddar Library,OVERDUE,CANCEL,0,0,0
2018-01,Somerset,Cheddar Library,OVERDUE,CASH,130,80,80
2018-01,Somerset,Cheddar Library,OVERDUE,CREDITCARD,10,10,10
2018-01,Somerset,Cheddar Library,OVERDUE,FORGIVEN,30,20,0
2018-01,Somerset,Cheddar Library,SALEVAT,CASH,0,0,0
2018-01,Somerset,Crewkerne Library,CHARGE,CANCEL,0,10,0
2018-01,Somerset,Crewkerne Library,CHARGE,CASH,70,150,150
2018-01,Somerset,Crewkerne Library,CHARGE,CREDITCARD,0,0,0
2018-01,Somerset,Crewkerne Library,DAMAGE,CASH,0,10,10
2018-01,Somerset,Crewkerne Library,GROUP,CASH,10,30,30
2018-01,Somerset,Crewkerne Library,GROUP,DEBITCARD,0,10,10
2018-01,Somerset,Crewkerne Library,HOLD,CANCEL,0,0,0
2018-01,Somerset,Crewkerne Library,HOLD,CASH,130,130,130
2018-01,Somerset,Crewkerne Library,LOST,CANCEL,50,210,0
2018-01,Somerset,Crewkerne Library,LOST,CASH,0,10,10
2018-01,Somerset,Crewkerne Library,LOSTCARD,CANCEL,0,0,0
2018-01,Somerset,Crewkerne Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Crewkerne Library,OVERDUE,CANCEL,10,10,0
2018-01,Somerset,Crewkerne Library,OVERDUE,CASH,280,150,150
2018-01,Somerset,Crewkerne Library,OVERDUE,CREDITCARD,0,10,10
2018-01,Somerset,Crewkerne Library,OVERDUE,DEBITCARD,0,10,10
2018-01,Somerset,Crewkerne Library,OVERDUE,FORGIVEN,40,50,0
2018-01,Somerset,Crewkerne Library,PROCESSFEE,CANCEL,0,0,0
2018-01,Somerset,Dulverton Library,CHARGE,CASH,0,10,10
2018-01,Somerset,Dulverton Library,CHARGE,FORGIVEN,0,0,0
2018-01,Somerset,Dulverton Library,GROUP,CASH,0,10,10
2018-01,Somerset,Dulverton Library,HOLD,CASH,30,30,30
2018-01,Somerset,Dulverton Library,LOST,CANCEL,10,20,0
2018-01,Somerset,Dulverton Library,LOST,DEBITCARD,10,90,90
2018-01,Somerset,Dulverton Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Dulverton Library,OVERDUE,CASH,50,40,40
2018-01,Somerset,Dulverton Library,OVERDUE,DEBITCARD,10,10,10
2018-01,Somerset,Dulverton Library,OVERDUE,FORGIVEN,10,30,0
2018-01,Somerset,Frome Library,CHARGE,CANCEL,30,50,0
2018-01,Somerset,Frome Library,CHARGE,CASH,450,780,780
2018-01,Somerset,Frome Library,CHARGE,DEBITCARD,70,150,150
2018-01,Somerset,Frome Library,CHARGE,FORGIVEN,10,30,0
2018-01,Somerset,Frome Library,CHARGEX,CANCEL,0,10,0
2018-01,Somerset,Frome Library,CHARGEX,CASH,10,20,20
2018-01,Somerset,Frome Library,CHARGEX,DEBITCARD,0,0,0
2018-01,Somerset,Frome Library,CREDIT,CANCEL,0,0,0
2018-01,Somerset,Frome Library,CREDIT,CASH,0,0,0
2018-01,Somerset,Frome Library,GROUP,CANCEL,0,10,0
2018-01,Somerset,Frome Library,GROUP,CASH,20,90,90
2018-01,Somerset,Frome Library,HOLD,CANCEL,10,10,0
2018-01,Somerset,Frome Library,HOLD,CASH,220,210,210
2018-01,Somerset,Frome Library,HOLD,DEBITCARD,20,20,20
2018-01,Somerset,Frome Library,HOLD,FORGIVEN,0,0,0
2018-01,Somerset,Frome Library,HOLDX,CASH,0,0,0
2018-01,Somerset,Frome Library,LOST,CANCEL,120,620,0
2018-01,Somerset,Frome Library,LOST,CASH,10,80,80
2018-01,Somerset,Frome Library,LOST,CHEQUE,0,10,10
2018-01,Somerset,Frome Library,LOST,DEBITCARD,10,50,50
2018-01,Somerset,Frome Library,LOSTCARD,CANCEL,0,0,0
2018-01,Somerset,Frome Library,LOSTCARD,CASH,20,30,30
2018-01,Somerset,Frome Library,LOSTX,CASH,0,0,0
2018-01,Somerset,Frome Library,OVERDUE,CANCEL,40,30,0
2018-01,Somerset,Frome Library,OVERDUE,CASH,570,570,570
2018-01,Somerset,Frome Library,OVERDUE,CHEQUE,0,10,10
2018-01,Somerset,Frome Library,OVERDUE,CREDITCARD,10,40,40
2018-01,Somerset,Frome Library,OVERDUE,DEBITCARD,230,350,350
2018-01,Somerset,Frome Library,OVERDUE,FORGIVEN,30,60,0
2018-01,Somerset,Frome Library,OVERDUEX,CASH,0,0,0
2018-01,Somerset,Frome Library,PRIVILEGE,CASH,0,0,0
2018-01,Somerset,Frome Library,PROCESSFEE,CANCEL,0,0,0
2018-01,Somerset,Frome Library,PROCESSFEE,CASH,0,0,0
2018-01,Somerset,Frome Library,SALENOVAT,CANCEL,0,10,0
2018-01,Somerset,Glastonbury Library,CHARGE,CANCEL,10,20,0
2018-01,Somerset,Glastonbury Library,CHARGE,CASH,220,430,430
2018-01,Somerset,Glastonbury Library,CHARGE,CREDITACCT,0,0,0
2018-01,Somerset,Glastonbury Library,CHARGE,DEBITCARD,20,40,40
2018-01,Somerset,Glastonbury Library,CHARGE,FORGIVEN,0,10,0
2018-01,Somerset,Glastonbury Library,CHARGE,NONE,0,0,0
2018-01,Somerset,Glastonbury Library,DAMAGE,CASH,0,10,10
2018-01,Somerset,Glastonbury Library,HOLD,CANCEL,0,0,0
2018-01,Somerset,Glastonbury Library,HOLD,CASH,120,130,130
2018-01,Somerset,Glastonbury Library,HOLD,DEBITCARD,0,0,0
2018-01,Somerset,Glastonbury Library,HOLD,FORGIVEN,0,0,0
2018-01,Somerset,Glastonbury Library,HOLDX,CANCEL,0,0,0
2018-01,Somerset,Glastonbury Library,HOLDX,CASH,0,0,0
2018-01,Somerset,Glastonbury Library,HOLDX,FORGIVEN,0,0,0
2018-01,Somerset,Glastonbury Library,LOST,CANCEL,20,130,0
2018-01,Somerset,Glastonbury Library,LOST,CASH,10,20,20
2018-01,Somerset,Glastonbury Library,LOST,DEBITCARD,0,10,10
2018-01,Somerset,Glastonbury Library,LOSTCARD,CASH,10,10,10
2018-01,Somerset,Glastonbury Library,OVERDUE,CASH,220,150,150
2018-01,Somerset,Glastonbury Library,OVERDUE,DEBITCARD,10,10,10
2018-01,Somerset,Glastonbury Library,OVERDUE,FORGIVEN,10,20,0
2018-01,Somerset,Glastonbury Library,SALEVAT,DEBITCARD,0,0,0
2018-01,Somerset,Highbridge Library,HOLD,CASH,20,20,20
2018-01,Somerset,Highbridge Library,LOST,CANCEL,10,40,0
2018-01,Somerset,Highbridge Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Highbridge Library,OVERDUE,CANCEL,0,10,0
2018-01,Somerset,Highbridge Library,OVERDUE,CASH,0,0,0
2018-01,Somerset,Ilminster Library,CHARGE,CASH,10,30,30
2018-01,Somerset,Ilminster Library,HOLD,CANCEL,0,10,0
2018-01,Somerset,Ilminster Library,HOLD,CASH,80,110,110
2018-01,Somerset,Ilminster Library,LOST,CANCEL,20,90,0
2018-01,Somerset,Ilminster Library,LOST,CASH,0,0,0
2018-01,Somerset,Ilminster Library,LOSTCARD,CASH,0,0,0
2018-01,Somerset,Ilminster Library,OVERDUE,CANCEL,0,10,0
2018-01,Somerset,Ilminster Library,OVERDUE,CASH,110,90,90
