month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2019-05,Bristol,Fishponds Library,Adult Fiction,LOST,8,72
2019-05,Bristol,Fishponds Library,Adult Fiction,OVERDUE,113,63.00
2019-05,Bristol,Fishponds Library,Adult Graphic Novel,OVERDUE,8,2.10
2019-05,Bristol,Fishponds Library,Adult Non Fiction,LOST,6,54
2019-05,Bristol,Fishponds Library,Adult Non Fiction,OVERDUE,121,77.55
2019-05,Bristol,Fishponds Library,Adult Spoken Word,CHARGE,5,9.5
2019-05,Bristol,Fishponds Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Fishponds Library,Child Fiction,LOST,137,685
2019-05,Bristol,Fishponds Library,Child Fiction,OVERDUE,44,45.45
2019-05,Bristol,Fishponds Library,Child Non Fiction,LOST,33,164
2019-05,Bristol,Fishponds Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Fishponds Library,Language Course,CHARGE,*,*
2019-05,Bristol,Fishponds Library,Language Course,OVERDUE,*,*
2019-05,Bristol,Fishponds Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Fishponds Library,Music Score,OVERDUE,12,2.40
2019-05,Bristol,Fishponds Library,PG DVD Standard,CHARGE,11,15
2019-05,Bristol,Fishponds Library,PG DVD Standard,OVERDUE,*,*
2019-05,Bristol,Fishponds Library,U DVD Standard,CHARGE,13,16
2019-05,Bristol,Fishponds Library,U DVD Standard,LOST,*,*
2019-05,Bristol,Fishponds Library,U DVD Standard,OVERDUE,6,3.45
2019-05,Bristol,Fishponds Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Fishponds Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Hartcliffe Library,15 DVD Standard,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,Adult Fiction,OVERDUE,34,28.80
2019-05,Bristol,Hartcliffe Library,Adult Non Fiction,OVERDUE,17,5.55
2019-05,Bristol,Hartcliffe Library,Adult Spoken Word,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Hartcliffe Library,Boxed Set 15 DVD,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,Boxed Set PG DVD,OVERDUE,*,*
2019-05,Bristol,Hartcliffe Library,Child Fiction,DAMAGE,*,*
2019-05,Bristol,Hartcliffe Library,Child Fiction,LOST,12,60
2019-05,Bristol,Hartcliffe Library,Child Fiction,OVERDUE,8,4.8
2019-05,Bristol,Hartcliffe Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Hartcliffe Library,Child Spoken Word,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,PG DVD Standard,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,U DVD Standard,CHARGE,*,*
2019-05,Bristol,Hartcliffe Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Hartcliffe Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Hartcliffe Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Henbury Library,12 DVD Standard,CHARGE,*,*
2019-05,Bristol,Henbury Library,12 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Henbury Library,15 DVD Standard,CHARGE,12,14
2019-05,Bristol,Henbury Library,15 DVD Standard,OVERDUE,5,3.15
2019-05,Bristol,Henbury Library,18 DVD Standard,CHARGE,*,*
2019-05,Bristol,Henbury Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Henbury Library,Adult Fiction,OVERDUE,36,34.50
2019-05,Bristol,Henbury Library,Adult Graphic Novel,OVERDUE,*,*
2019-05,Bristol,Henbury Library,Adult Non Fiction,LOST,*,*
2019-05,Bristol,Henbury Library,Adult Non Fiction,OVERDUE,26,41.85
2019-05,Bristol,Henbury Library,Adult Spoken Word,CHARGE,5,9.5
2019-05,Bristol,Henbury Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Henbury Library,Child Fiction,LOST,32,160
2019-05,Bristol,Henbury Library,Child Fiction,OVERDUE,29,14.25
2019-05,Bristol,Henbury Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Henbury Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Henbury Library,Language Course,CHARGE,*,*
2019-05,Bristol,Henbury Library,Large Print - Adult Fiction,OVERDUE,9,9.15
2019-05,Bristol,Henbury Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Henbury Library,PG DVD Standard,CHARGE,*,*
2019-05,Bristol,Henbury Library,U DVD Standard,CHARGE,11,13
2019-05,Bristol,Henbury Library,U DVD Standard,LOST,*,*
2019-05,Bristol,Henbury Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Henbury Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,12 DVD Standard,CHARGE,69,78
2019-05,Bristol,Henleaze Library,12 DVD Standard,OVERDUE,13,6.15
2019-05,Bristol,Henleaze Library,15 DVD Standard,CHARGE,72,84
2019-05,Bristol,Henleaze Library,15 DVD Standard,OVERDUE,14,13.05
2019-05,Bristol,Henleaze Library,18 DVD Standard,CHARGE,*,*
2019-05,Bristol,Henleaze Library,18 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,Adult Fiction,LOST,9,77
2019-05,Bristol,Henleaze Library,Adult Fiction,OVERDUE,224,172.20
2019-05,Bristol,Henleaze Library,Adult Graphic Novel,LOST,*,*
2019-05,Bristol,Henleaze Library,Adult Graphic Novel,OVERDUE,8,14.40
2019-05,Bristol,Henleaze Library,Adult Non Fiction,LOST,18,162
2019-05,Bristol,Henleaze Library,Adult Non Fiction,OVERDUE,277,221.85
2019-05,Bristol,Henleaze Library,Adult Spoken Word,CHARGE,48,91.2
2019-05,Bristol,Henleaze Library,Adult Spoken Word,OVERDUE,10,12.00
2019-05,Bristol,Henleaze Library,B.O.P.,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,Boxed Set 15 DVD,CHARGE,*,*
2019-05,Bristol,Henleaze Library,Boxed Set 18 DVD,CHARGE,7,21
2019-05,Bristol,Henleaze Library,Boxed Set PG DVD,CHARGE,*,*
2019-05,Bristol,Henleaze Library,Boxed Set U DVD,CHARGE,*,*
2019-05,Bristol,Henleaze Library,Boxed Set U DVD,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,Child Fiction,DAMAGE,*,*
2019-05,Bristol,Henleaze Library,Child Fiction,LOST,163,815
2019-05,Bristol,Henleaze Library,Child Fiction,OVERDUE,64,74.10
2019-05,Bristol,Henleaze Library,Child Non Fiction,LOST,19,95
2019-05,Bristol,Henleaze Library,Child Non Fiction,OVERDUE,9,15.60
2019-05,Bristol,Henleaze Library,Child Spoken Word,CHARGE,6,11.4
2019-05,Bristol,Henleaze Library,Child Spoken Word,LOST,*,*
2019-05,Bristol,Henleaze Library,Drama single copy,HOLD,*,*
2019-05,Bristol,Henleaze Library,Fastrack,LOST,*,*
2019-05,Bristol,Henleaze Library,Language Course,CHARGE,*,*
2019-05,Bristol,Henleaze Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,Large Print - Adult Non Fiction,LOST,*,*
2019-05,Bristol,Henleaze Library,Music CD,CHARGE,13,6.5
2019-05,Bristol,Henleaze Library,Music CD,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,Music Score,OVERDUE,*,*
2019-05,Bristol,Henleaze Library,PG DVD Standard,CHARGE,45,51
2019-05,Bristol,Henleaze Library,PG DVD Standard,OVERDUE,10,7.80
2019-05,Bristol,Henleaze Library,U DVD Standard,CHARGE,66,68
2019-05,Bristol,Henleaze Library,U DVD Standard,LOST,*,*
2019-05,Bristol,Henleaze Library,U DVD Standard,OVERDUE,12,11.55
2019-05,Bristol,Henleaze Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Henleaze Library,YA / Teen Fiction,OVERDUE,23,47.40
2019-05,Bristol,Henleaze Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Hillfields Library,12 DVD Standard,CHARGE,*,*
2019-05,Bristol,Hillfields Library,Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Hillfields Library,Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Hillfields Library,Child Fiction,LOST,8,40
2019-05,Bristol,Hillfields Library,Child Fiction,OVERDUE,*,*
2019-05,Bristol,Hillfields Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Hillfields Library,PG DVD Standard,OVERDUE,*,*
2019-05,Bristol,Hillfields Library,U DVD Standard,CHARGE,*,*
2019-05,Bristol,Hillfields Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Horfield Library,12 DVD Standard,CHARGE,9,9
2019-05,Bristol,Horfield Library,15 DVD Standard,CHARGE,6,6
2019-05,Bristol,Horfield Library,18 DVD Standard,CHARGE,*,*
2019-05,Bristol,Horfield Library,Adult Fiction,LOST,7,63
2019-05,Bristol,Horfield Library,Adult Fiction,OVERDUE,37,20.85
2019-05,Bristol,Horfield Library,Adult Non Fiction,LOST,*,*
2019-05,Bristol,Horfield Library,Adult Non Fiction,OVERDUE,39,23.40
2019-05,Bristol,Horfield Library,Adult Spoken Word,LOST,*,*
2019-05,Bristol,Horfield Library,Boxed Set 15 DVD,CHARGE,*,*
2019-05,Bristol,Horfield Library,Child Fiction,LOST,27,135
2019-05,Bristol,Horfield Library,Child Fiction,OVERDUE,19,9.30
2019-05,Bristol,Horfield Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Horfield Library,Music CD,CHARGE,*,*
2019-05,Bristol,Horfield Library,PG DVD Standard,CHARGE,6,8
2019-05,Bristol,Horfield Library,U DVD Standard,CHARGE,9,10
2019-05,Bristol,Horfield Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Horfield Library,YA / Teen Fiction,OVERDUE,7,1.20
2019-05,Bristol,Junction 3 Library,Adult Fiction,LOST,5,45
2019-05,Bristol,Junction 3 Library,Adult Fiction,OVERDUE,75,84.75
2019-05,Bristol,Junction 3 Library,Adult Graphic Novel,LOST,13,91
2019-05,Bristol,Junction 3 Library,Adult Graphic Novel,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,Adult Non Fiction,LOST,12,108
2019-05,Bristol,Junction 3 Library,Adult Non Fiction,OVERDUE,126,157.80
2019-05,Bristol,Junction 3 Library,Adult Spoken Word,CHARGE,6,11.4
2019-05,Bristol,Junction 3 Library,B.O.P.,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,Boxed Set PG DVD,CHARGE,*,*
2019-05,Bristol,Junction 3 Library,Child Fiction,LOST,164,820
2019-05,Bristol,Junction 3 Library,Child Fiction,OVERDUE,71,100.95
2019-05,Bristol,Junction 3 Library,Child Non Fiction,LOST,12,64
2019-05,Bristol,Junction 3 Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,Child Spoken Word,LOST,*,*
2019-05,Bristol,Junction 3 Library,Fastrack,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,Language Course,CHARGE,*,*
2019-05,Bristol,Junction 3 Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,Music CD,CHARGE,*,*
2019-05,Bristol,Junction 3 Library,Music CD,LOST,*,*
2019-05,Bristol,Junction 3 Library,Music CD,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,PG DVD Standard,CHARGE,5,5
2019-05,Bristol,Junction 3 Library,PG DVD Standard,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,U DVD Standard,CHARGE,10,10
2019-05,Bristol,Junction 3 Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,YA / Teen Fiction,LOST,11,44
2019-05,Bristol,Junction 3 Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Junction 3 Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Knowle Library,12 DVD Standard,CHARGE,34,41
2019-05,Bristol,Knowle Library,12 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Knowle Library,15 DVD Standard,CHARGE,24,26
2019-05,Bristol,Knowle Library,15 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Knowle Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Knowle Library,Adult Fiction,OVERDUE,74,43.80
2019-05,Bristol,Knowle Library,Adult Graphic Novel,OVERDUE,11,3.00
2019-05,Bristol,Knowle Library,Adult Non Fiction,LOST,*,*
2019-05,Bristol,Knowle Library,Adult Non Fiction,OVERDUE,64,49.65
2019-05,Bristol,Knowle Library,Adult Spoken Word,CHARGE,32,60.8
2019-05,Bristol,Knowle Library,Adult Spoken Word,LOST,*,*
2019-05,Bristol,Knowle Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Knowle Library,B.O.P.,OVERDUE,*,*
2019-05,Bristol,Knowle Library,Child Fiction,LOST,90,450
2019-05,Bristol,Knowle Library,Child Fiction,OVERDUE,33,39.00
2019-05,Bristol,Knowle Library,Child Non Fiction,LOST,17,85
2019-05,Bristol,Knowle Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Knowle Library,Child Spoken Word,LOST,*,*
2019-05,Bristol,Knowle Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Knowle Library,PG DVD Standard,CHARGE,20,22
2019-05,Bristol,Knowle Library,PG DVD Standard,OVERDUE,*,*
2019-05,Bristol,Knowle Library,U DVD Standard,CHARGE,31,35
2019-05,Bristol,Knowle Library,U DVD Standard,OVERDUE,10,6.45
2019-05,Bristol,Knowle Library,YA / Teen Fiction,OVERDUE,9,9.15
2019-05,Bristol,Knowle Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Lockleaze Library,Child Fiction,LOST,20,100
2019-05,Bristol,Lockleaze Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Lockleaze Library,Child Spoken Word,CHARGE,*,*
2019-05,Bristol,Lockleaze Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,15 DVD Standard,CHARGE,*,*
2019-05,Bristol,Marksbury Road Library,15 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Marksbury Road Library,Adult Fiction,OVERDUE,16,10.95
2019-05,Bristol,Marksbury Road Library,Adult Graphic Novel,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,Adult Non Fiction,LOST,6,54
2019-05,Bristol,Marksbury Road Library,Adult Non Fiction,OVERDUE,20,14.10
2019-05,Bristol,Marksbury Road Library,Adult Spoken Word,CHARGE,*,*
2019-05,Bristol,Marksbury Road Library,Child Fiction,LOST,35,175
2019-05,Bristol,Marksbury Road Library,Child Fiction,OVERDUE,7,7.05
2019-05,Bristol,Marksbury Road Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Marksbury Road Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,U DVD Standard,CHARGE,7,7
2019-05,Bristol,Marksbury Road Library,U DVD Standard,LOST,*,*
2019-05,Bristol,Marksbury Road Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Marksbury Road Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Marksbury Road Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Redland Library,12 DVD Standard,CHARGE,51,55
2019-05,Bristol,Redland Library,12 DVD Standard,OVERDUE,10,9.00
2019-05,Bristol,Redland Library,15 DVD Standard,CHARGE,70,78
2019-05,Bristol,Redland Library,15 DVD Standard,LOST,*,*
2019-05,Bristol,Redland Library,15 DVD Standard,OVERDUE,13,9.90
2019-05,Bristol,Redland Library,18 DVD Standard,CHARGE,10,10
2019-05,Bristol,Redland Library,18 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Redland Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Redland Library,Adult Fiction,OVERDUE,115,86.55
2019-05,Bristol,Redland Library,Adult Graphic Novel,OVERDUE,8,22.65
2019-05,Bristol,Redland Library,Adult Non Fiction,LOST,9,81
2019-05,Bristol,Redland Library,Adult Non Fiction,OVERDUE,157,111.45
2019-05,Bristol,Redland Library,Adult Spoken Word,CHARGE,24,45.6
2019-05,Bristol,Redland Library,Adult Spoken Word,LOST,*,*
2019-05,Bristol,Redland Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Redland Library,B.O.P.,OVERDUE,*,*
2019-05,Bristol,Redland Library,Child Fiction,LOST,48,240
2019-05,Bristol,Redland Library,Child Fiction,OVERDUE,34,27.90
2019-05,Bristol,Redland Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Redland Library,Child Non Fiction,OVERDUE,6,5.25
2019-05,Bristol,Redland Library,Drama single copy,OVERDUE,*,*
2019-05,Bristol,Redland Library,Language Course,CHARGE,6,11.4
2019-05,Bristol,Redland Library,Language Course,LOST,*,*
2019-05,Bristol,Redland Library,Language Course,OVERDUE,*,*
2019-05,Bristol,Redland Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Redland Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Redland Library,Music CD,CHARGE,14,7.0
2019-05,Bristol,Redland Library,Music CD,OVERDUE,*,*
2019-05,Bristol,Redland Library,Music Score,OVERDUE,8,6.00
2019-05,Bristol,Redland Library,PG DVD Standard,CHARGE,31,34
2019-05,Bristol,Redland Library,PG DVD Standard,OVERDUE,6,3.30
2019-05,Bristol,Redland Library,U DVD Standard,CHARGE,17,20
2019-05,Bristol,Redland Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Redland Library,YA / Teen Fiction,OVERDUE,6,9.45
2019-05,Bristol,Redland Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,12 DVD Standard,CHARGE,6,6
2019-05,Bristol,Sea Mills Library,12 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,15 DVD Standard,CHARGE,*,*
2019-05,Bristol,Sea Mills Library,15 DVD Standard,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,18 DVD Standard,CHARGE,*,*
2019-05,Bristol,Sea Mills Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Sea Mills Library,Adult Fiction,OVERDUE,47,34.80
2019-05,Bristol,Sea Mills Library,Adult Graphic Novel,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,Adult Non Fiction,LOST,*,*
2019-05,Bristol,Sea Mills Library,Adult Non Fiction,OVERDUE,32,25.20
2019-05,Bristol,Sea Mills Library,Adult Spoken Word,CHARGE,*,*
2019-05,Bristol,Sea Mills Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,Child Fiction,LOST,35,175
2019-05,Bristol,Sea Mills Library,Child Fiction,OVERDUE,7,5.55
2019-05,Bristol,Sea Mills Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Sea Mills Library,Child Spoken Word,LOST,*,*
2019-05,Bristol,Sea Mills Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,Music CD,CHARGE,7,3.5
2019-05,Bristol,Sea Mills Library,PG DVD Standard,CHARGE,*,*
2019-05,Bristol,Sea Mills Library,PG DVD Standard,OVERDUE,*,*
2019-05,Bristol,Sea Mills Library,U DVD Standard,CHARGE,6,6
2019-05,Bristol,Sea Mills Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Sea Mills Library,YA / Teen Fiction,OVERDUE,*,*
2019-05,Bristol,Shirehampton Library,Adult Fiction,LOST,5,45
2019-05,Bristol,Shirehampton Library,Adult Fiction,OVERDUE,18,6.90
2019-05,Bristol,Shirehampton Library,Adult Non Fiction,OVERDUE,28,20.10
2019-05,Bristol,Shirehampton Library,Adult Spoken Word,CHARGE,*,*
2019-05,Bristol,Shirehampton Library,Adult Spoken Word,OVERDUE,*,*
2019-05,Bristol,Shirehampton Library,Boxed Set 15 DVD,CHARGE,6,18
2019-05,Bristol,Shirehampton Library,Child Fiction,LOST,19,95
2019-05,Bristol,Shirehampton Library,Child Fiction,OVERDUE,14,18.90
2019-05,Bristol,Shirehampton Library,Child Non Fiction,LOST,6,30
2019-05,Bristol,Shirehampton Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Shirehampton Library,Child Spoken Word,CHARGE,*,*
2019-05,Bristol,Shirehampton Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-05,Bristol,Shirehampton Library,Music CD,CHARGE,*,*
2019-05,Bristol,Shirehampton Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Shirehampton Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,Southmead Library,Adult Fiction,DAMAGE,*,*
2019-05,Bristol,Southmead Library,Adult Fiction,LOST,*,*
2019-05,Bristol,Southmead Library,Adult Fiction,OVERDUE,50,44.10
2019-05,Bristol,Southmead Library,Adult Graphic Novel,LOST,9,63
2019-05,Bristol,Southmead Library,Adult Non Fiction,LOST,9,81
2019-05,Bristol,Southmead Library,Adult Non Fiction,OVERDUE,19,24.75
2019-05,Bristol,Southmead Library,Adult Spoken Word,CHARGE,7,13.3
2019-05,Bristol,Southmead Library,Child Fiction,LOST,31,155
2019-05,Bristol,Southmead Library,Child Fiction,OVERDUE,18,15.45
2019-05,Bristol,Southmead Library,Child Non Fiction,LOST,*,*
2019-05,Bristol,Southmead Library,Child Non Fiction,OVERDUE,*,*
2019-05,Bristol,Southmead Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-05,Bristol,Southmead Library,U DVD Standard,CHARGE,*,*
2019-05,Bristol,Southmead Library,U DVD Standard,OVERDUE,*,*
2019-05,Bristol,Southmead Library,YA / Teen Fiction,LOST,*,*
2019-05,Bristol,Southmead Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-05,Bristol,St George Library,12 DVD Standard,CHARGE,15,18
2019-05,Bristol,St George Library,12 DVD Standard,OVERDUE,7,6.90
2019-05,Bristol,St George Library,15 DVD Standard,CHARGE,11,13
2019-05,Bristol,St George Library,15 DVD Standard,OVERDUE,6,4.05
2019-05,Bristol,St George Library,Adult Fiction,LOST,7,63
2019-05,Bristol,St George Library,Adult Fiction,OVERDUE,108,101.40
2019-05,Bristol,St George Library,Adult Graphic Novel,LOST,*,*
