month_placed,item_authority,pickup_authority,reservations,days_taken
2018-12,South Gloucestershire,Bath and North East Somerset,292,32
2018-12,South Gloucestershire,Bristol,678,28
2018-12,South Gloucestershire,Dorset,687,39
2018-12,South Gloucestershire,North Somerset,298,29
2018-12,South Gloucestershire,Poole,97,30
2018-12,South Gloucestershire,Somerset,400,29
2018-12,South Gloucestershire,South Gloucestershire,1152,12
2019-01,Bath and North East Somerset,Bath and North East Somerset,1091,10
2019-01,Bath and North East Somerset,Bristol,512,28
2019-01,Bath and North East Somerset,Dorset,518,33
2019-01,Bath and North East Somerset,North Somerset,231,22
2019-01,Bath and North East Somerset,Poole,77,28
2019-01,Bath and North East Somerset,Somerset,358,22
2019-01,Bath and North East Somerset,South Gloucestershire,200,21
2019-01,Bristol,Bath and North East Somerset,958,23
2019-01,Bristol,Bristol,6491,12
2019-01,Bristol,Dorset,2044,28
2019-01,Bristol,North Somerset,986,18
2019-01,Bristol,Poole,267,24
2019-01,Bristol,Somerset,1370,19
2019-01,Bristol,South Gloucestershire,698,19
2019-01,Dorset,Bath and North East Somerset,629,23
2019-01,Dorset,Bristol,1135,26
2019-01,Dorset,Dorset,6061,9
2019-01,Dorset,North Somerset,581,21
2019-01,Dorset,Poole,215,22
2019-01,Dorset,Somerset,842,20
2019-01,Dorset,South Gloucestershire,509,27
2019-01,North Somerset,Bath and North East Somerset,401,26
2019-01,North Somerset,Bristol,766,25
2019-01,North Somerset,Dorset,859,32
2019-01,North Somerset,North Somerset,1709,9
2019-01,North Somerset,Poole,125,34
2019-01,North Somerset,Somerset,503,25
2019-01,North Somerset,South Gloucestershire,294,23
2019-01,Poole,Bath and North East Somerset,381,24
2019-01,Poole,Bristol,725,31
2019-01,Poole,Dorset,1120,29
2019-01,Poole,North Somerset,442,23
2019-01,Poole,Poole,740,8
2019-01,Poole,Somerset,524,22
2019-01,Poole,South Gloucestershire,322,25
2019-01,Somerset,Bath and North East Somerset,1046,25
2019-01,Somerset,Bristol,2067,27
2019-01,Somerset,Dorset,2733,27
2019-01,Somerset,North Somerset,1045,22
2019-01,Somerset,Poole,371,26
2019-01,Somerset,Somerset,5193,11
2019-01,Somerset,South Gloucestershire,737,25
2019-01,South Gloucestershire,Bath and North East Somerset,494,27
2019-01,South Gloucestershire,Bristol,1000,27
2019-01,South Gloucestershire,Dorset,1089,35
2019-01,South Gloucestershire,North Somerset,460,23
2019-01,South Gloucestershire,Poole,144,35
2019-01,South Gloucestershire,Somerset,641,25
2019-01,South Gloucestershire,South Gloucestershire,1476,12
2019-02,Bath and North East Somerset,Bath and North East Somerset,907,11
2019-02,Bath and North East Somerset,Bristol,435,25
2019-02,Bath and North East Somerset,Dorset,423,29
2019-02,Bath and North East Somerset,North Somerset,177,21
2019-02,Bath and North East Somerset,Poole,79,18
2019-02,Bath and North East Somerset,Somerset,279,24
2019-02,Bath and North East Somerset,South Gloucestershire,189,21
2019-02,Bristol,Bath and North East Somerset,922,19
2019-02,Bristol,Bristol,5616,11
2019-02,Bristol,Dorset,1808,24
2019-02,Bristol,North Somerset,835,17
2019-02,Bristol,Poole,273,21
2019-02,Bristol,Somerset,1120,19
2019-02,Bristol,South Gloucestershire,703,18
2019-02,Dorset,Bath and North East Somerset,545,23
2019-02,Dorset,Bristol,1010,25
2019-02,Dorset,Dorset,5176,8
2019-02,Dorset,North Somerset,518,18
2019-02,Dorset,Poole,216,19
2019-02,Dorset,Somerset,794,21
2019-02,Dorset,South Gloucestershire,431,20
2019-02,North Somerset,Bath and North East Somerset,307,23
2019-02,North Somerset,Bristol,715,26
2019-02,North Somerset,Dorset,741,31
2019-02,North Somerset,North Somerset,1630,8
2019-02,North Somerset,Poole,122,23
2019-02,North Somerset,Somerset,439,24
2019-02,North Somerset,South Gloucestershire,274,20
2019-02,Poole,Bath and North East Somerset,338,20
2019-02,Poole,Bristol,667,29
2019-02,Poole,Dorset,918,23
2019-02,Poole,North Somerset,334,21
2019-02,Poole,Poole,642,8
2019-02,Poole,Somerset,534,20
2019-02,Poole,South Gloucestershire,303,24
2019-02,Somerset,Bath and North East Somerset,883,21
2019-02,Somerset,Bristol,1764,26
2019-02,Somerset,Dorset,2330,26
2019-02,Somerset,North Somerset,880,20
2019-02,Somerset,Poole,315,22
2019-02,Somerset,Somerset,4569,11
2019-02,Somerset,South Gloucestershire,844,24
2019-02,South Gloucestershire,Bath and North East Somerset,374,25
2019-02,South Gloucestershire,Bristol,866,27
2019-02,South Gloucestershire,Dorset,848,29
2019-02,South Gloucestershire,North Somerset,385,19
2019-02,South Gloucestershire,Poole,148,25
2019-02,South Gloucestershire,Somerset,550,24
2019-02,South Gloucestershire,South Gloucestershire,1461,11
2019-03,Bath and North East Somerset,Bath and North East Somerset,1139,11
2019-03,Bath and North East Somerset,Bristol,462,29
2019-03,Bath and North East Somerset,Dorset,466,27
2019-03,Bath and North East Somerset,North Somerset,208,20
2019-03,Bath and North East Somerset,Poole,84,31
2019-03,Bath and North East Somerset,Somerset,336,21
2019-03,Bath and North East Somerset,South Gloucestershire,163,24
2019-03,Bristol,Bath and North East Somerset,956,21
2019-03,Bristol,Bristol,6479,12
2019-03,Bristol,Dorset,1876,26
2019-03,Bristol,North Somerset,805,16
2019-03,Bristol,Poole,253,25
2019-03,Bristol,Somerset,1273,18
2019-03,Bristol,South Gloucestershire,711,17
2019-03,Dorset,Bath and North East Somerset,644,22
2019-03,Dorset,Bristol,1330,27
2019-03,Dorset,Dorset,6030,9
2019-03,Dorset,North Somerset,587,19
2019-03,Dorset,Poole,208,21
2019-03,Dorset,Somerset,927,21
2019-03,Dorset,South Gloucestershire,495,21
2019-03,North Somerset,Bath and North East Somerset,337,25
2019-03,North Somerset,Bristol,757,27
2019-03,North Somerset,Dorset,810,30
2019-03,North Somerset,North Somerset,1742,9
2019-03,North Somerset,Poole,124,22
2019-03,North Somerset,Somerset,504,22
2019-03,North Somerset,South Gloucestershire,264,20
2019-03,Poole,Bath and North East Somerset,401,23
2019-03,Poole,Bristol,742,29
2019-03,Poole,Dorset,1012,25
2019-03,Poole,North Somerset,370,21
2019-03,Poole,Poole,733,9
2019-03,Poole,Somerset,565,21
2019-03,Poole,South Gloucestershire,325,22
2019-03,Somerset,Bath and North East Somerset,1011,21
2019-03,Somerset,Bristol,2170,27
2019-03,Somerset,Dorset,2496,26
2019-03,Somerset,North Somerset,927,18
2019-03,Somerset,Poole,303,25
2019-03,Somerset,Somerset,5132,12
2019-03,Somerset,South Gloucestershire,832,21
2019-03,South Gloucestershire,Bath and North East Somerset,436,24
2019-03,South Gloucestershire,Bristol,1003,27
2019-03,South Gloucestershire,Dorset,1001,30
2019-03,South Gloucestershire,North Somerset,451,22
2019-03,South Gloucestershire,Poole,164,28
2019-03,South Gloucestershire,Somerset,572,22
2019-03,South Gloucestershire,South Gloucestershire,1592,10
2019-04,Bath and North East Somerset,Bath and North East Somerset,1111,9
2019-04,Bath and North East Somerset,Bristol,411,30
2019-04,Bath and North East Somerset,Dorset,481,25
2019-04,Bath and North East Somerset,North Somerset,204,21
2019-04,Bath and North East Somerset,Poole,81,28
2019-04,Bath and North East Somerset,Somerset,291,22
2019-04,Bath and North East Somerset,South Gloucestershire,195,21
2019-04,Bristol,Bath and North East Somerset,922,22
2019-04,Bristol,Bristol,5772,12
2019-04,Bristol,Dorset,1797,28
2019-04,Bristol,North Somerset,901,18
2019-04,Bristol,Poole,259,21
2019-04,Bristol,Somerset,1171,21
2019-04,Bristol,South Gloucestershire,710,18
2019-04,Dorset,Bath and North East Somerset,595,24
2019-04,Dorset,Bristol,1070,28
2019-04,Dorset,Dorset,5735,10
2019-04,Dorset,North Somerset,652,21
2019-04,Dorset,Poole,210,24
2019-04,Dorset,Somerset,891,23
2019-04,Dorset,South Gloucestershire,474,22
2019-04,North Somerset,Bath and North East Somerset,372,22
2019-04,North Somerset,Bristol,698,26
2019-04,North Somerset,Dorset,812,31
2019-04,North Somerset,North Somerset,1741,9
2019-04,North Somerset,Poole,112,30
2019-04,North Somerset,Somerset,531,25
2019-04,North Somerset,South Gloucestershire,253,19
2019-04,Poole,Bath and North East Somerset,365,23
2019-04,Poole,Bristol,636,27
2019-04,Poole,Dorset,936,27
2019-04,Poole,North Somerset,353,22
2019-04,Poole,Poole,658,8
2019-04,Poole,Somerset,481,21
2019-04,Poole,South Gloucestershire,312,22
2019-04,Somerset,Bath and North East Somerset,1087,21
2019-04,Somerset,Bristol,1960,25
2019-04,Somerset,Dorset,2521,26
2019-04,Somerset,North Somerset,1016,20
2019-04,Somerset,Poole,356,24
2019-04,Somerset,Somerset,4863,11
2019-04,Somerset,South Gloucestershire,721,20
2019-04,South Gloucestershire,Bath and North East Somerset,475,22
2019-04,South Gloucestershire,Bristol,909,28
2019-04,South Gloucestershire,Dorset,920,30
2019-04,South Gloucestershire,North Somerset,456,19
2019-04,South Gloucestershire,Poole,164,28
2019-04,South Gloucestershire,Somerset,600,24
2019-04,South Gloucestershire,South Gloucestershire,1437,10
2019-05,Bath and North East Somerset,Bath and North East Somerset,1010,9
2019-05,Bath and North East Somerset,Bristol,456,27
2019-05,Bath and North East Somerset,Dorset,477,26
2019-05,Bath and North East Somerset,North Somerset,207,17
2019-05,Bath and North East Somerset,Poole,68,21
2019-05,Bath and North East Somerset,Somerset,324,22
2019-05,Bath and North East Somerset,South Gloucestershire,189,18
2019-05,Bristol,Bath and North East Somerset,869,21
2019-05,Bristol,Bristol,5900,11
2019-05,Bristol,Dorset,1853,25
2019-05,Bristol,North Somerset,830,16
2019-05,Bristol,Poole,265,20
2019-05,Bristol,Somerset,1074,19
2019-05,Bristol,South Gloucestershire,672,18
2019-05,Dorset,Bath and North East Somerset,617,23
2019-05,Dorset,Bristol,1161,24
2019-05,Dorset,Dorset,6287,10
2019-05,Dorset,North Somerset,642,21
2019-05,Dorset,Poole,194,22
2019-05,Dorset,Somerset,865,21
2019-05,Dorset,South Gloucestershire,523,21
2019-05,North Somerset,Bath and North East Somerset,314,22
2019-05,North Somerset,Bristol,709,25
2019-05,North Somerset,Dorset,748,29
2019-05,North Somerset,North Somerset,1638,9
2019-05,North Somerset,Poole,95,22
2019-05,North Somerset,Somerset,462,22
2019-05,North Somerset,South Gloucestershire,228,16
2019-05,Poole,Bath and North East Somerset,318,22
2019-05,Poole,Bristol,632,23
2019-05,Poole,Dorset,909,23
2019-05,Poole,North Somerset,317,20
2019-05,Poole,Poole,603,9
2019-05,Poole,Somerset,422,20
2019-05,Poole,South Gloucestershire,260,20
2019-05,Somerset,Bath and North East Somerset,981,20
2019-05,Somerset,Bristol,2023,22
2019-05,Somerset,Dorset,2475,24
2019-05,Somerset,North Somerset,929,19
2019-05,Somerset,Poole,348,22
2019-05,Somerset,Somerset,4711,11
2019-05,Somerset,South Gloucestershire,808,19
2019-05,South Gloucestershire,Bath and North East Somerset,464,22
2019-05,South Gloucestershire,Bristol,900,25
2019-05,South Gloucestershire,Dorset,927,27
2019-05,South Gloucestershire,North Somerset,425,20
2019-05,South Gloucestershire,Poole,153,25
2019-05,South Gloucestershire,Somerset,550,23
2019-05,South Gloucestershire,South Gloucestershire,1513,10
2019-06,Bath and North East Somerset,Bath and North East Somerset,1135,9
2019-06,Bath and North East Somerset,Bristol,468,27
2019-06,Bath and North East Somerset,Dorset,400,22
2019-06,Bath and North East Somerset,North Somerset,195,22
2019-06,Bath and North East Somerset,Poole,85,23
2019-06,Bath and North East Somerset,Somerset,249,18
2019-06,Bath and North East Somerset,South Gloucestershire,167,19
2019-06,Bristol,Bath and North East Somerset,879,19
2019-06,Bristol,Bristol,5876,11
2019-06,Bristol,Dorset,1651,25
2019-06,Bristol,North Somerset,833,17
2019-06,Bristol,Poole,280,20
2019-06,Bristol,Somerset,1167,18
2019-06,Bristol,South Gloucestershire,718,16
2019-06,Dorset,Bath and North East Somerset,693,21
2019-06,Dorset,Bristol,1220,24
2019-06,Dorset,Dorset,5718,10
2019-06,Dorset,North Somerset,594,21
2019-06,Dorset,Poole,213,19
2019-06,Dorset,Somerset,912,22
2019-06,Dorset,South Gloucestershire,507,21
2019-06,North Somerset,Bath and North East Somerset,354,20
2019-06,North Somerset,Bristol,753,24
2019-06,North Somerset,Dorset,702,29
2019-06,North Somerset,North Somerset,1619,8
2019-06,North Somerset,Poole,95,24
2019-06,North Somerset,Somerset,453,23
2019-06,North Somerset,South Gloucestershire,253,18
2019-06,Poole,Bath and North East Somerset,370,19
2019-06,Poole,Bristol,605,21
2019-06,Poole,Dorset,745,23
2019-06,Poole,North Somerset,310,18
2019-06,Poole,Poole,590,6
2019-06,Poole,Somerset,398,21
2019-06,Poole,South Gloucestershire,263,20
2019-06,Somerset,Bath and North East Somerset,1084,18
2019-06,Somerset,Bristol,1985,21
2019-06,Somerset,Dorset,2337,23
2019-06,Somerset,North Somerset,993,17
2019-06,Somerset,Poole,329,21
2019-06,Somerset,Somerset,4876,11
2019-06,Somerset,South Gloucestershire,765,18
2019-06,South Gloucestershire,Bath and North East Somerset,449,23
2019-06,South Gloucestershire,Bristol,866,26
2019-06,South Gloucestershire,Dorset,851,29
2019-06,South Gloucestershire,North Somerset,366,20
2019-06,South Gloucestershire,Poole,133,22
2019-06,South Gloucestershire,Somerset,547,22
2019-06,South Gloucestershire,South Gloucestershire,1432,9
2019-07,Bath and North East Somerset,Bath and North East Somerset,1433,11
2019-07,Bath and North East Somerset,Bristol,477,23
2019-07,Bath and North East Somerset,Dorset,455,27
2019-07,Bath and North East Somerset,North Somerset,223,17
2019-07,Bath and North East Somerset,Poole,50,23
2019-07,Bath and North East Somerset,Somerset,287,23
2019-07,Bath and North East Somerset,South Gloucestershire,209,23
2019-07,Bristol,Bath and North East Somerset,988,20
2019-07,Bristol,Bristol,6513,11
2019-07,Bristol,Dorset,1954,24
2019-07,Bristol,North Somerset,928,16
2019-07,Bristol,Poole,284,23
2019-07,Bristol,Somerset,1184,20
2019-07,Bristol,South Gloucestershire,782,18
2019-07,Dorset,Bath and North East Somerset,703,25
2019-07,Dorset,Bristol,1238,26
2019-07,Dorset,Dorset,6754,10
2019-07,Dorset,North Somerset,716,20
2019-07,Dorset,Poole,249,22
2019-07,Dorset,Somerset,885,25
2019-07,Dorset,South Gloucestershire,552,22
2019-07,North Somerset,Bath and North East Somerset,382,24
2019-07,North Somerset,Bristol,693,25
2019-07,North Somerset,Dorset,775,30
2019-07,North Somerset,North Somerset,1958,9
2019-07,North Somerset,Poole,124,23
2019-07,North Somerset,Somerset,451,24
2019-07,North Somerset,South Gloucestershire,264,20
2019-07,Poole,Bath and North East Somerset,372,23
2019-07,Poole,Bristol,643,24
2019-07,Poole,Dorset,890,24
2019-07,Poole,North Somerset,342,20
2019-07,Poole,Poole,636,8
2019-07,Poole,Somerset,460,22
2019-07,Poole,South Gloucestershire,277,19
2019-07,Somerset,Bath and North East Somerset,1093,22
2019-07,Somerset,Bristol,2069,22
2019-07,Somerset,Dorset,2506,24
2019-07,Somerset,North Somerset,1014,17
2019-07,Somerset,Poole,337,22
2019-07,Somerset,Somerset,5051,11
2019-07,Somerset,South Gloucestershire,787,20
2019-07,South Gloucestershire,Bath and North East Somerset,521,24
2019-07,South Gloucestershire,Bristol,923,26
2019-07,South Gloucestershire,Dorset,973,30
2019-07,South Gloucestershire,North Somerset,440,22
2019-07,South Gloucestershire,Poole,147,28
2019-07,South Gloucestershire,Somerset,583,24
2019-07,South Gloucestershire,South Gloucestershire,1790,10
2019-08,Bath and North East Somerset,Bath and North East Somerset,1438,11
2019-08,Bath and North East Somerset,Bristol,427,25
2019-08,Bath and North East Somerset,Dorset,430,27
2019-08,Bath and North East Somerset,North Somerset,185,19
2019-08,Bath and North East Somerset,Poole,66,24
2019-08,Bath and North East Somerset,Somerset,301,20
2019-08,Bath and North East Somerset,South Gloucestershire,203,20
2019-08,Bristol,Bath and North East Somerset,975,20
2019-08,Bristol,Bristol,6767,11
2019-08,Bristol,Dorset,1983,24
2019-08,Bristol,North Somerset,921,17
2019-08,Bristol,Poole,257,23
2019-08,Bristol,Somerset,1237,17
2019-08,Bristol,South Gloucestershire,746,16
2019-08,Dorset,Bath and North East Somerset,681,26
2019-08,Dorset,Bristol,1375,26
2019-08,Dorset,Dorset,7573,9
2019-08,Dorset,North Somerset,699,20
2019-08,Dorset,Poole,243,23
2019-08,Dorset,Somerset,959,23
2019-08,Dorset,South Gloucestershire,558,21
2019-08,North Somerset,Bath and North East Somerset,355,24
2019-08,North Somerset,Bristol,736,23
2019-08,North Somerset,Dorset,783,27
2019-08,North Somerset,North Somerset,2055,9
2019-08,North Somerset,Poole,121,29
2019-08,North Somerset,Somerset,465,24
2019-08,North Somerset,South Gloucestershire,271,20
2019-08,Poole,Bath and North East Somerset,393,23
2019-08,Poole,Bristol,675,24
2019-08,Poole,Dorset,898,24
2019-08,Poole,North Somerset,352,20
2019-08,Poole,Poole,624,9
2019-08,Poole,Somerset,454,19
2019-08,Poole,South Gloucestershire,287,19
2019-08,Somerset,Bath and North East Somerset,1097,22
2019-08,Somerset,Bristol,2143,23
2019-08,Somerset,Dorset,2465,25
2019-08,Somerset,North Somerset,1068,17
2019-08,Somerset,Poole,348,21
2019-08,Somerset,Somerset,5324,10
2019-08,Somerset,South Gloucestershire,820,18
2019-08,South Gloucestershire,Bath and North East Somerset,440,25
2019-08,South Gloucestershire,Bristol,882,24
2019-08,South Gloucestershire,Dorset,993,28
2019-08,South Gloucestershire,North Somerset,436,19
2019-08,South Gloucestershire,Poole,138,27
2019-08,South Gloucestershire,Somerset,595,23
2019-08,South Gloucestershire,South Gloucestershire,1715,10
2019-09,Bath and North East Somerset,Bath and North East Somerset,1300,10
2019-09,Bath and North East Somerset,Bristol,428,22
2019-09,Bath and North East Somerset,Dorset,439,25
2019-09,Bath and North East Somerset,North Somerset,218,18
2019-09,Bath and North East Somerset,Poole,69,21
2019-09,Bath and North East Somerset,Somerset,274,21
2019-09,Bath and North East Somerset,South Gloucestershire,214,20
2019-09,Bristol,Bath and North East Somerset,984,20
2019-09,Bristol,Bristol,6524,10
2019-09,Bristol,Dorset,1853,23
2019-09,Bristol,North Somerset,960,14
2019-09,Bristol,Poole,253,19
2019-09,Bristol,Somerset,1152,17
2019-09,Bristol,South Gloucestershire,762,15
2019-09,Dorset,Bath and North East Somerset,703,24
2019-09,Dorset,Bristol,1327,26
2019-09,Dorset,Dorset,7154,9
2019-09,Dorset,North Somerset,665,20
2019-09,Dorset,Poole,228,20
2019-09,Dorset,Somerset,939,23
2019-09,Dorset,South Gloucestershire,551,21
2019-09,North Somerset,Bath and North East Somerset,370,23
2019-09,North Somerset,Bristol,681,22
2019-09,North Somerset,Dorset,769,28
2019-09,North Somerset,North Somerset,2003,9
2019-09,North Somerset,Poole,115,25
2019-09,North Somerset,Somerset,468,23
2019-09,North Somerset,South Gloucestershire,278,17
2019-09,Poole,Bath and North East Somerset,346,22
2019-09,Poole,Bristol,629,27
2019-09,Poole,Dorset,906,24
2019-09,Poole,North Somerset,336,21
2019-09,Poole,Poole,694,7
2019-09,Poole,Somerset,450,25
2019-09,Poole,South Gloucestershire,290,21
2019-09,Somerset,Bath and North East Somerset,985,21
2019-09,Somerset,Bristol,1945,22
2019-09,Somerset,Dorset,2484,25
2019-09,Somerset,North Somerset,1061,18
2019-09,Somerset,Poole,343,22
2019-09,Somerset,Somerset,4987,11
2019-09,Somerset,South Gloucestershire,762,18
2019-09,South Gloucestershire,Bath and North East Somerset,429,21
2019-09,South Gloucestershire,Bristol,912,23
2019-09,South Gloucestershire,Dorset,960,27
2019-09,South Gloucestershire,North Somerset,463,18
2019-09,South Gloucestershire,Poole,133,29
2019-09,South Gloucestershire,Somerset,593,22
2019-09,South Gloucestershire,South Gloucestershire,1681,10
2019-10,Bath and North East Somerset,Bath and North East Somerset,1327,9
2019-10,Bath and North East Somerset,Bristol,426,19
2019-10,Bath and North East Somerset,Dorset,400,21
2019-10,Bath and North East Somerset,North Somerset,239,15
2019-10,Bath and North East Somerset,Poole,64,19
2019-10,Bath and North East Somerset,Somerset,273,17
2019-10,Bath and North East Somerset,South Gloucestershire,170,16
2019-10,Bristol,Bath and North East Somerset,868,17
2019-10,Bristol,Bristol,6537,9
2019-10,Bristol,Dorset,1736,20
2019-10,Bristol,North Somerset,969,12
2019-10,Bristol,Poole,304,17
2019-10,Bristol,Somerset,1147,15
2019-10,Bristol,South Gloucestershire,709,13
2019-10,Dorset,Bath and North East Somerset,689,18
2019-10,Dorset,Bristol,1228,22
2019-10,Dorset,Dorset,6921,8
2019-10,Dorset,North Somerset,740,15
2019-10,Dorset,Poole,271,16
2019-10,Dorset,Somerset,914,18
2019-10,Dorset,South Gloucestershire,519,17
2019-10,North Somerset,Bath and North East Somerset,327,19
2019-10,North Somerset,Bristol,726,20
2019-10,North Somerset,Dorset,667,22
2019-10,North Somerset,North Somerset,2075,7
2019-10,North Somerset,Poole,129,17
2019-10,North Somerset,Somerset,413,17
2019-10,North Somerset,South Gloucestershire,219,15
2019-10,Poole,Bath and North East Somerset,349,19
2019-10,Poole,Bristol,608,21
2019-10,Poole,Dorset,844,20
2019-10,Poole,North Somerset,344,16
2019-10,Poole,Poole,713,7
2019-10,Poole,Somerset,438,17
2019-10,Poole,South Gloucestershire,253,15
2019-10,Somerset,Bath and North East Somerset,1080,17
2019-10,Somerset,Bristol,1923,20
2019-10,Somerset,Dorset,2235,21
2019-10,Somerset,North Somerset,986,15
2019-10,Somerset,Poole,393,17
2019-10,Somerset,Somerset,5084,9
2019-10,Somerset,South Gloucestershire,704,16
2019-10,South Gloucestershire,Bath and North East Somerset,426,18
2019-10,South Gloucestershire,Bristol,812,19
2019-10,South Gloucestershire,Dorset,860,24
2019-10,South Gloucestershire,North Somerset,425,15
2019-10,South Gloucestershire,Poole,169,20
2019-10,South Gloucestershire,Somerset,537,19
2019-10,South Gloucestershire,South Gloucestershire,1603,9
2019-11,Bath and North East Somerset,Bath and North East Somerset,1284,9
2019-11,Bath and North East Somerset,Bristol,373,14
2019-11,Bath and North East Somerset,Dorset,319,17
2019-11,Bath and North East Somerset,North Somerset,189,11
2019-11,Bath and North East Somerset,Poole,58,14
2019-11,Bath and North East Somerset,Somerset,234,13
2019-11,Bath and North East Somerset,South Gloucestershire,153,13
2019-11,Bristol,Bath and North East Somerset,782,13
2019-11,Bristol,Bristol,5907,8
2019-11,Bristol,Dorset,1408,17
2019-11,Bristol,North Somerset,782,10
2019-11,Bristol,Poole,201,13
2019-11,Bristol,Somerset,1000,12
2019-11,Bristol,South Gloucestershire,594,11
2019-11,Dorset,Bath and North East Somerset,651,15
2019-11,Dorset,Bristol,1037,18
2019-11,Dorset,Dorset,6476,6
2019-11,Dorset,North Somerset,647,13
2019-11,Dorset,Poole,213,11
2019-11,Dorset,Somerset,806,14
2019-11,Dorset,South Gloucestershire,500,13
2019-11,North Somerset,Bath and North East Somerset,278,14
2019-11,North Somerset,Bristol,566,12
2019-11,North Somerset,Dorset,521,17
2019-11,North Somerset,North Somerset,1972,6
2019-11,North Somerset,Poole,78,15
2019-11,North Somerset,Somerset,379,12
2019-11,North Somerset,South Gloucestershire,189,12
2019-11,Poole,Bath and North East Somerset,307,15
2019-11,Poole,Bristol,484,18
2019-11,Poole,Dorset,674,15
2019-11,Poole,North Somerset,280,11
2019-11,Poole,Poole,542,6
2019-11,Poole,Somerset,377,13
2019-11,Poole,South Gloucestershire,222,13
2019-11,Somerset,Bath and North East Somerset,911,14
2019-11,Somerset,Bristol,1635,15
2019-11,Somerset,Dorset,1771,16
2019-11,Somerset,North Somerset,942,10
2019-11,Somerset,Poole,313,12
2019-11,Somerset,Somerset,4714,8
2019-11,Somerset,South Gloucestershire,662,11
2019-11,South Gloucestershire,Bath and North East Somerset,349,15
2019-11,South Gloucestershire,Bristol,677,14
2019-11,South Gloucestershire,Dorset,658,19
2019-11,South Gloucestershire,North Somerset,339,12
2019-11,South Gloucestershire,Poole,87,16
2019-11,South Gloucestershire,Somerset,404,14
2019-11,South Gloucestershire,South Gloucestershire,1507,8
